invoice_id,customer_id,invoice_date,invoice_amount,due_date,invoice_status
INV108713,C04621,2024-01-03,23785,2024-02-17,Paid
INV108714,C01171,2024-04-12,22920,2024-06-11,Paid
INV108715,C05641,2024-06-03,2138,2024-07-18,Paid
INV108716,C04918,2024-01-01,15539,2024-03-01,Paid
INV108717,C05246,2024-11-30,10268,2025-01-14,Paid
INV108718,C09798,2024-11-29,7800,2024-12-29,Paid
INV108719,C07307,2024-01-04,24056,2024-02-03,Overdue
INV108720,C05802,2024-07-21,14524,2024-09-19,Paid
INV108721,C06746,2024-02-02,19006,2024-03-18,Paid
INV108722,C08264,2024-01-11,20953,2024-02-10,Open
INV108723,C02293,2024-07-22,8611,2024-08-21,Overdue
INV108724,C04675,2024-07-25,10265,2024-08-24,Paid
INV108725,C09426,2024-07-03,15609,2024-09-01,Paid
INV108726,C00194,2024-06-02,4353,2024-07-02,Paid
INV108727,C08922,2024-12-09,16827,2025-01-23,Overdue
INV108728,C08228,2024-06-30,8401,2024-08-29,Paid
INV108729,C05198,2024-06-03,14766,2024-08-02,Paid
INV108730,C07189,2024-08-15,7092,2024-10-14,Paid
INV108731,C08437,2024-04-11,24396,2024-06-10,Paid
INV108732,C03467,2024-06-30,5120,2024-08-29,Overdue
INV108733,C05213,2024-09-14,14478,2024-11-13,Open
INV108734,C08121,2024-09-21,3243,2024-10-21,Paid
INV108735,C05946,2024-03-12,567,2024-05-11,Paid
INV108736,C05496,2024-12-25,21678,2025-01-24,Paid
INV108737,C06320,2024-11-15,23266,2024-12-30,Paid
INV108738,C01782,2024-08-28,11502,2024-09-27,Paid
INV108739,C09408,2024-04-24,6738,2024-06-23,Paid
INV108740,C00616,2024-03-05,12452,2024-04-19,Open
INV108741,C04164,2024-10-03,24581,2024-12-02,Overdue
INV108742,C05275,2024-05-22,17860,2024-07-21,Open
INV108743,C08646,2024-08-04,20158,2024-10-03,Paid
INV108744,C01532,2024-06-15,16703,2024-07-15,Paid
INV108745,C04562,2024-01-16,8694,2024-03-01,Open
INV108746,C06572,2024-02-04,20162,2024-03-20,Open
INV108747,C01776,2024-10-05,17452,2024-11-19,Overdue
INV108748,C07137,2024-05-19,22905,2024-06-18,Overdue
INV108749,C09342,2024-08-27,18232,2024-09-26,Paid
INV108750,C03707,2024-11-03,7442,2024-12-03,Paid
INV108751,C05156,2024-10-01,4093,2024-10-31,Paid
INV108752,C07406,2024-12-19,502,2025-02-02,Paid
INV108753,C05347,2024-04-24,13823,2024-05-24,Paid
INV108754,C00083,2024-03-27,23887,2024-05-26,Paid
INV108755,C09716,2024-05-18,22463,2024-07-02,Open
INV108756,C06795,2024-02-12,11357,2024-03-13,Paid
INV108757,C04937,2024-12-19,3921,2025-01-18,Overdue
INV108758,C01108,2024-03-09,1286,2024-05-08,Paid
INV108759,C02075,2024-06-13,17800,2024-08-12,Paid
INV108760,C07738,2024-06-01,9924,2024-07-31,Open
INV108761,C04475,2024-05-31,14849,2024-07-30,Open
INV108762,C08573,2024-04-15,2278,2024-05-30,Paid
INV108763,C00637,2024-10-16,830,2024-12-15,Paid
INV108764,C00800,2024-12-03,17424,2025-02-01,Paid
INV108765,C04013,2024-12-24,13050,2025-01-23,Paid
INV108766,C00283,2024-03-19,21377,2024-05-18,Open
INV108767,C04310,2024-04-20,7427,2024-05-20,Paid
INV108768,C09372,2024-09-24,4182,2024-11-23,Paid
INV108769,C02047,2024-05-27,2179,2024-07-11,Paid
INV108770,C06674,2024-11-30,10568,2024-12-30,Paid
INV108771,C00855,2024-12-01,15173,2024-12-31,Paid
INV108772,C00617,2024-11-12,6032,2024-12-12,Paid
INV108773,C03231,2024-03-11,17724,2024-04-10,Paid
INV108774,C02089,2024-08-28,3949,2024-09-27,Paid
INV108775,C03874,2024-08-15,16240,2024-10-14,Overdue
INV108776,C07673,2024-05-29,5586,2024-07-28,Paid
INV108777,C04615,2024-03-13,21040,2024-04-27,Paid
INV108778,C09221,2024-01-17,1432,2024-03-17,Open
INV108779,C01045,2024-04-06,19716,2024-05-21,Overdue
INV108780,C00646,2024-09-14,4142,2024-10-29,Paid
INV108781,C00941,2024-09-19,10315,2024-10-19,Open
INV108782,C00343,2024-08-10,20834,2024-09-24,Open
INV108783,C01667,2024-01-14,14242,2024-02-28,Overdue
INV108784,C02465,2024-09-16,8441,2024-10-31,Overdue
INV108785,C00038,2024-06-21,1299,2024-08-05,Paid
INV108786,C04432,2024-07-09,24338,2024-08-23,Paid
INV108787,C00251,2024-09-22,16622,2024-10-22,Overdue
INV108788,C05008,2024-02-14,1385,2024-03-30,Open
INV108789,C07239,2024-08-03,12003,2024-09-02,Paid
INV108790,C00264,2024-10-26,3580,2024-12-25,Overdue
INV108791,C06528,2024-07-01,24566,2024-08-15,Overdue
INV108792,C05887,2024-05-25,21617,2024-07-24,Overdue
INV108793,C09607,2024-01-11,11736,2024-03-11,Paid
INV108794,C05106,2024-08-29,19514,2024-10-13,Paid
INV108795,C01622,2024-06-30,20365,2024-08-29,Paid
INV108796,C01754,2024-05-08,9600,2024-06-07,Open
INV108797,C08754,2024-02-22,17182,2024-03-23,Paid
INV108798,C03583,2024-12-17,15568,2025-02-15,Paid
INV108799,C01158,2024-07-26,20628,2024-09-09,Paid
INV108800,C05509,2024-07-24,13112,2024-09-22,Open
INV108801,C09958,2024-02-02,20157,2024-03-18,Open
INV108802,C04157,2024-03-23,2359,2024-05-22,Paid
INV108803,C03836,2024-01-25,1498,2024-03-10,Open
INV108804,C05862,2024-03-14,8536,2024-05-13,Open
INV108805,C03104,2024-05-11,15906,2024-06-25,Overdue
INV108806,C04753,2024-05-31,22232,2024-07-30,Open
INV108807,C01046,2024-07-08,22816,2024-08-22,Paid
INV108808,C08016,2024-12-05,9049,2025-01-04,Open
INV108809,C02858,2024-08-05,8275,2024-09-04,Paid
INV108810,C01103,2024-11-13,10443,2024-12-28,Paid
INV108811,C07304,2024-08-12,11079,2024-09-26,Overdue
INV108812,C06446,2024-11-13,9635,2024-12-13,Open
INV108813,C06003,2024-03-16,540,2024-04-30,Overdue
INV108814,C08579,2024-06-14,17817,2024-07-14,Paid
INV108815,C01613,2024-05-24,15195,2024-06-23,Paid
INV108816,C01566,2024-01-10,24375,2024-03-10,Paid
INV108817,C03356,2024-06-19,4572,2024-08-18,Paid
INV108818,C02508,2024-10-15,1726,2024-11-29,Paid
INV108819,C02201,2024-02-06,1790,2024-03-22,Paid
INV108820,C04005,2024-04-29,23811,2024-05-29,Paid
INV108821,C05811,2024-06-22,12380,2024-07-22,Paid
INV108822,C08999,2024-12-30,12852,2025-01-29,Overdue
INV108823,C03784,2024-02-07,13498,2024-04-07,Open
INV108824,C00641,2024-01-21,9530,2024-02-20,Paid
INV108825,C05926,2024-06-09,9204,2024-08-08,Paid
INV108826,C04087,2024-08-05,19386,2024-09-19,Paid
INV108827,C02100,2024-08-31,3575,2024-10-30,Paid
INV108828,C07868,2024-02-12,23621,2024-03-28,Overdue
INV108829,C07899,2024-04-27,21224,2024-06-11,Open
INV108830,C08434,2024-04-03,3096,2024-05-18,Open
INV108831,C05790,2024-11-19,1921,2025-01-18,Open
INV108832,C03750,2024-07-16,10562,2024-08-30,Paid
INV108833,C04747,2024-09-07,18700,2024-11-06,Overdue
INV108834,C09627,2024-07-10,18757,2024-09-08,Paid
INV108835,C07196,2024-11-15,15479,2024-12-30,Paid
INV108836,C01434,2024-05-04,12725,2024-06-18,Paid
INV108837,C06503,2024-02-06,11934,2024-04-06,Overdue
INV108838,C09632,2024-03-19,4473,2024-05-03,Paid
INV108839,C04278,2024-04-13,10904,2024-05-13,Paid
INV108840,C04888,2024-05-30,8306,2024-07-14,Overdue
INV108841,C08104,2024-08-21,24990,2024-10-05,Open
INV108842,C05934,2024-03-13,22045,2024-04-12,Open
INV108843,C07508,2024-02-03,4352,2024-04-03,Overdue
INV108844,C04449,2024-12-28,3203,2025-02-11,Overdue
INV108845,C08669,2024-06-10,17437,2024-07-10,Overdue
INV108846,C09511,2024-07-26,13849,2024-08-25,Overdue
INV108847,C05329,2024-09-16,10420,2024-11-15,Overdue
INV108848,C05195,2024-12-02,3192,2025-01-31,Paid
INV108849,C05351,2024-07-22,13394,2024-09-20,Open
INV108850,C05697,2024-07-15,12190,2024-08-14,Paid
INV108851,C03658,2024-08-17,5651,2024-10-16,Open
INV108852,C09481,2024-04-09,12214,2024-05-24,Overdue
INV108853,C00269,2024-04-03,2845,2024-05-18,Paid
INV108854,C02936,2024-03-03,17265,2024-04-17,Open
INV108855,C09214,2024-11-29,12246,2024-12-29,Paid
INV108856,C00090,2024-07-12,16841,2024-09-10,Paid
INV108857,C01926,2024-10-10,1107,2024-11-09,Open
INV108858,C03248,2024-10-03,9994,2024-11-02,Paid
INV108859,C01149,2024-07-25,2777,2024-09-23,Overdue
INV108860,C09795,2024-12-29,12125,2025-02-12,Overdue
INV108861,C05298,2024-03-27,18233,2024-04-26,Overdue
INV108862,C09995,2024-05-17,5326,2024-07-16,Paid
INV108863,C08197,2024-01-26,6624,2024-03-11,Overdue
INV108864,C05933,2024-10-16,5894,2024-12-15,Overdue
INV108865,C03062,2024-09-14,22431,2024-11-13,Overdue
INV108866,C00431,2024-06-20,23530,2024-08-04,Paid
INV108867,C08582,2024-08-26,11600,2024-10-10,Open
INV108868,C08016,2024-02-12,2329,2024-03-13,Overdue
INV108869,C03543,2024-11-03,19871,2024-12-03,Open
INV108870,C01374,2024-04-19,21369,2024-06-03,Overdue
INV108871,C04840,2024-05-26,20947,2024-07-25,Open
INV108872,C04180,2024-05-02,10211,2024-06-16,Paid
INV108873,C00453,2024-10-31,20547,2024-12-15,Overdue
INV108874,C08515,2024-08-26,20721,2024-10-10,Open
INV108875,C04015,2024-07-09,2964,2024-08-08,Paid
INV108876,C06050,2024-04-25,4339,2024-06-24,Open
INV108877,C05659,2024-06-05,17461,2024-07-05,Paid
INV108878,C09321,2024-11-27,18926,2024-12-27,Open
INV108879,C09302,2024-07-25,19806,2024-09-08,Paid
INV108880,C02551,2024-02-22,16685,2024-04-07,Paid
INV108881,C08698,2024-04-07,12173,2024-05-07,Overdue
INV108882,C07029,2024-01-28,9302,2024-03-13,Open
INV108883,C09372,2024-07-31,20239,2024-09-29,Open
INV108884,C00496,2024-05-24,670,2024-06-23,Open
INV108885,C05037,2024-09-01,16612,2024-10-16,Paid
INV108886,C07138,2024-09-04,9219,2024-10-04,Open
INV108887,C00386,2024-12-03,9804,2025-02-01,Paid
INV108888,C03615,2024-01-24,4954,2024-02-23,Paid
INV108889,C04772,2024-09-09,11030,2024-10-09,Open
INV108890,C07281,2024-12-09,9932,2025-01-08,Overdue
INV108891,C01897,2024-11-27,4208,2025-01-11,Overdue
INV108892,C07009,2024-02-05,13980,2024-03-06,Overdue
INV108893,C03518,2024-07-15,21352,2024-08-29,Paid
INV108894,C00811,2024-07-02,22368,2024-08-16,Paid
INV108895,C00883,2024-03-07,9097,2024-04-06,Open
INV108896,C09595,2024-02-02,12148,2024-03-03,Paid
INV108897,C03795,2024-06-15,10733,2024-07-15,Overdue
INV108898,C09481,2024-12-05,24097,2025-01-04,Paid
INV108899,C05308,2024-07-04,13065,2024-08-03,Open
INV108900,C09090,2024-01-12,20243,2024-02-11,Paid
INV108901,C08122,2024-09-01,9418,2024-10-01,Paid
INV108902,C09409,2024-03-24,15505,2024-05-08,Paid
INV108903,C05230,2024-12-02,12781,2025-01-31,Paid
INV108904,C02956,2024-02-12,838,2024-04-12,Open
INV108905,C02954,2024-04-16,11150,2024-06-15,Overdue
INV108906,C03571,2024-01-13,9613,2024-03-13,Paid
INV108907,C05743,2024-12-04,12933,2025-01-18,Overdue
INV108908,C05185,2024-03-30,4687,2024-05-29,Paid
INV108909,C01089,2024-04-25,10558,2024-05-25,Open
INV108910,C00317,2024-04-15,23989,2024-05-30,Paid
INV108911,C06239,2024-06-21,6212,2024-08-20,Paid
INV108912,C07971,2024-12-10,23728,2025-02-08,Paid
INV108913,C00395,2024-01-23,17569,2024-03-23,Open
INV108914,C05316,2024-10-17,10256,2024-12-16,Open
INV108915,C09766,2024-08-28,4325,2024-10-27,Paid
INV108916,C01063,2024-04-05,3202,2024-06-04,Overdue
INV108917,C02424,2024-11-05,4271,2024-12-20,Open
INV108918,C04552,2024-05-04,2757,2024-06-03,Paid
INV108919,C04372,2024-08-21,24207,2024-10-20,Overdue
INV108920,C05675,2024-06-25,6812,2024-08-24,Paid
INV108921,C03582,2024-03-10,16486,2024-05-09,Paid
INV108922,C06549,2024-07-24,18722,2024-09-07,Open
INV108923,C04259,2024-08-20,10015,2024-10-19,Paid
INV108924,C09835,2024-04-29,16421,2024-06-13,Overdue
INV108925,C04896,2024-10-19,15101,2024-12-03,Paid
INV108926,C06948,2024-04-28,3181,2024-05-28,Paid
INV108927,C07785,2024-01-22,5470,2024-03-07,Open
INV108928,C07237,2024-09-05,519,2024-10-05,Paid
INV108929,C05229,2024-07-30,21212,2024-09-28,Paid
INV108930,C01543,2024-07-03,17676,2024-09-01,Paid
INV108931,C02900,2024-11-22,24106,2025-01-21,Open
INV108932,C01479,2024-07-06,20173,2024-09-04,Paid
INV108933,C09204,2024-07-01,2974,2024-08-15,Paid
INV108934,C09624,2024-02-10,18856,2024-03-11,Paid
INV108935,C08649,2024-01-28,21704,2024-03-13,Paid
INV108936,C05011,2024-10-13,2213,2024-12-12,Open
INV108937,C04052,2024-01-21,12842,2024-03-06,Paid
INV108938,C03577,2024-03-14,17792,2024-05-13,Paid
INV108939,C07836,2024-11-02,18084,2024-12-02,Paid
INV108940,C08096,2024-02-05,4052,2024-03-21,Paid
INV108941,C06654,2024-01-19,24175,2024-02-18,Overdue
INV108942,C02293,2024-09-18,19791,2024-11-02,Paid
INV108943,C04880,2024-06-24,15828,2024-07-24,Overdue
INV108944,C07206,2024-01-15,11006,2024-02-29,Overdue
INV108945,C01139,2024-04-19,3178,2024-06-03,Overdue
INV108946,C02546,2024-04-18,4801,2024-06-17,Open
INV108947,C09553,2024-05-03,19527,2024-06-17,Paid
INV108948,C03191,2024-10-31,24919,2024-11-30,Paid
INV108949,C08248,2024-01-18,14556,2024-02-17,Paid
INV108950,C04520,2024-03-24,20999,2024-04-23,Paid
INV108951,C04978,2024-07-11,19003,2024-09-09,Overdue
INV108952,C06705,2024-07-06,8262,2024-08-05,Open
INV108953,C06192,2024-06-12,14627,2024-08-11,Overdue
INV108954,C05766,2024-07-28,11839,2024-08-27,Open
INV108955,C08430,2024-01-20,13700,2024-03-20,Paid
INV108956,C03040,2024-09-07,3860,2024-10-07,Paid
INV108957,C08581,2024-04-22,17313,2024-06-21,Paid
INV108958,C08877,2024-11-12,6930,2024-12-27,Paid
INV108959,C03984,2024-12-22,11686,2025-01-21,Paid
INV108960,C00187,2024-11-10,17131,2025-01-09,Paid
INV108961,C03429,2024-05-29,21766,2024-07-28,Paid
INV108962,C07759,2024-11-19,9009,2025-01-18,Paid
INV108963,C06755,2024-09-16,5535,2024-11-15,Open
INV108964,C03389,2024-03-23,17600,2024-04-22,Paid
INV108965,C05070,2024-11-09,7321,2025-01-08,Open
INV108966,C02935,2024-02-27,6436,2024-03-28,Overdue
INV108967,C04372,2024-02-23,13108,2024-04-08,Paid
INV108968,C06935,2024-01-28,20222,2024-03-13,Overdue
INV108969,C05988,2024-12-26,782,2025-02-09,Open
INV108970,C06860,2024-07-23,13272,2024-08-22,Paid
INV108971,C03970,2024-02-26,14042,2024-04-11,Overdue
INV108972,C02752,2024-03-04,21939,2024-04-03,Paid
INV108973,C08174,2024-04-01,9908,2024-05-16,Open
INV108974,C01576,2024-10-12,3074,2024-11-26,Open
INV108975,C06504,2024-12-07,12613,2025-01-06,Paid
INV108976,C01260,2024-01-23,16862,2024-03-08,Paid
INV108977,C01057,2024-01-18,12108,2024-02-17,Paid
INV108978,C05661,2024-09-10,20212,2024-10-10,Overdue
INV108979,C08737,2024-03-21,24582,2024-05-05,Paid
INV108980,C06244,2024-06-30,22187,2024-07-30,Overdue
INV108981,C06801,2024-12-16,2325,2025-02-14,Overdue
INV108982,C00330,2024-05-15,4147,2024-07-14,Paid
INV108983,C02170,2024-04-16,24829,2024-05-31,Paid
INV108984,C09771,2024-05-13,13631,2024-07-12,Paid
INV108985,C03007,2024-07-18,6831,2024-09-01,Paid
INV108986,C05841,2024-09-10,6298,2024-10-10,Overdue
INV108987,C07146,2024-10-22,6368,2024-11-21,Paid
INV108988,C02524,2024-06-27,1589,2024-08-26,Paid
INV108989,C04223,2024-02-16,787,2024-04-16,Open
INV108990,C02916,2024-08-10,9766,2024-10-09,Open
INV108991,C09965,2024-04-24,15629,2024-05-24,Open
INV108992,C05675,2024-11-21,22572,2025-01-20,Paid
INV108993,C01957,2024-07-14,19015,2024-08-28,Paid
INV108994,C06190,2024-09-05,5807,2024-10-05,Paid
INV108995,C02073,2024-08-13,2730,2024-10-12,Paid
INV108996,C00873,2024-10-09,2884,2024-11-08,Overdue
INV108997,C07498,2024-02-23,11917,2024-03-24,Paid
INV108998,C06005,2024-05-21,21097,2024-07-05,Paid
INV108999,C06438,2024-08-20,21330,2024-10-04,Paid
INV109000,C07334,2024-05-29,13418,2024-07-28,Open
INV109001,C08449,2024-07-15,17093,2024-08-14,Paid
INV109002,C04918,2024-02-25,22236,2024-04-10,Paid
INV109003,C04033,2024-12-29,4719,2025-02-12,Overdue
INV109004,C03261,2024-07-28,7646,2024-09-26,Paid
INV109005,C07167,2024-11-11,17473,2024-12-11,Open
INV109006,C08886,2024-02-20,8824,2024-04-20,Paid
INV109007,C07443,2024-05-07,13002,2024-07-06,Paid
INV109008,C04038,2024-09-13,4339,2024-11-12,Open
INV109009,C07202,2024-01-12,5620,2024-02-11,Open
INV109010,C00556,2024-01-24,9031,2024-02-23,Paid
INV109011,C05610,2024-05-05,8053,2024-07-04,Paid
INV109012,C06643,2024-11-26,20190,2025-01-25,Paid
INV109013,C09470,2024-06-19,2136,2024-08-18,Open
INV109014,C05229,2024-04-14,3818,2024-05-14,Open
INV109015,C09140,2024-08-08,12965,2024-10-07,Paid
INV109016,C04581,2024-02-26,5432,2024-04-11,Paid
INV109017,C04374,2024-05-28,18349,2024-07-27,Open
INV109018,C00398,2024-02-09,13888,2024-04-09,Open
INV109019,C00222,2024-02-02,5387,2024-03-03,Open
INV109020,C02366,2024-06-09,12387,2024-07-09,Open
INV109021,C01778,2024-04-17,2859,2024-06-01,Open
INV109022,C04061,2024-03-05,20333,2024-05-04,Paid
INV109023,C03955,2024-03-16,2775,2024-04-15,Paid
INV109024,C05729,2024-02-15,10519,2024-03-16,Paid
INV109025,C00775,2024-12-29,18884,2025-01-28,Paid
INV109026,C00340,2024-08-22,11135,2024-09-21,Overdue
INV109027,C00007,2024-04-23,24392,2024-05-23,Paid
INV109028,C01297,2024-11-03,10811,2024-12-03,Paid
INV109029,C00288,2024-05-03,15241,2024-07-02,Paid
INV109030,C00893,2024-10-12,4029,2024-11-11,Paid
INV109031,C06991,2024-05-22,16583,2024-07-21,Paid
INV109032,C08909,2024-05-16,9777,2024-07-15,Open
INV109033,C04280,2024-09-03,23532,2024-10-18,Paid
INV109034,C01854,2024-10-14,1971,2024-11-28,Paid
INV109035,C00570,2024-03-12,14863,2024-04-26,Paid
INV109036,C04719,2024-10-09,6476,2024-12-08,Open
INV109037,C08835,2024-02-11,16356,2024-04-11,Paid
INV109038,C03673,2024-09-20,22671,2024-11-19,Open
INV109039,C06992,2024-08-08,11255,2024-09-07,Paid
INV109040,C06774,2024-09-23,5453,2024-11-07,Overdue
INV109041,C02552,2024-08-30,23424,2024-09-29,Paid
INV109042,C00110,2024-02-13,8262,2024-03-29,Paid
INV109043,C03651,2024-10-15,7765,2024-11-29,Open
INV109044,C03220,2024-03-07,13536,2024-04-06,Overdue
INV109045,C00732,2024-11-06,19804,2025-01-05,Paid
INV109046,C05694,2024-09-25,19853,2024-11-09,Open
INV109047,C08760,2024-02-05,16991,2024-04-05,Paid
INV109048,C05557,2024-03-27,1881,2024-04-26,Open
INV109049,C07105,2024-01-26,3921,2024-03-11,Paid
INV109050,C09550,2024-10-20,23673,2024-12-19,Overdue
INV109051,C07264,2024-04-09,11481,2024-05-24,Open
INV109052,C01072,2024-05-30,15680,2024-07-29,Paid
INV109053,C07974,2024-05-15,15275,2024-07-14,Paid
INV109054,C07446,2024-09-26,11735,2024-11-25,Paid
INV109055,C05072,2024-10-06,23620,2024-11-05,Overdue
INV109056,C07371,2024-04-10,15126,2024-05-25,Overdue
INV109057,C02247,2024-06-01,5339,2024-07-31,Open
INV109058,C01921,2024-04-27,3028,2024-05-27,Paid
INV109059,C06013,2024-08-26,24040,2024-10-25,Overdue
INV109060,C08316,2024-01-17,23725,2024-03-17,Open
INV109061,C06344,2024-05-11,6471,2024-06-10,Paid
INV109062,C00075,2024-09-07,24754,2024-10-07,Paid
INV109063,C01989,2024-03-25,13926,2024-05-09,Open
INV109064,C08349,2024-07-30,12180,2024-08-29,Open
INV109065,C07288,2024-12-30,15698,2025-02-28,Paid
INV109066,C03084,2024-04-14,15960,2024-05-14,Overdue
INV109067,C03819,2024-12-02,12614,2025-01-01,Paid
INV109068,C03692,2024-04-08,18964,2024-06-07,Paid
INV109069,C05240,2024-02-10,22615,2024-04-10,Open
INV109070,C08275,2024-02-29,2075,2024-04-14,Overdue
INV109071,C03066,2024-03-27,20850,2024-05-26,Paid
INV109072,C07955,2024-02-12,11022,2024-03-13,Paid
INV109073,C02234,2024-11-03,19066,2024-12-03,Open
INV109074,C09977,2024-01-21,23469,2024-03-21,Paid
INV109075,C02091,2024-05-31,1025,2024-07-15,Paid
INV109076,C05629,2024-05-01,13687,2024-06-15,Paid
INV109077,C04169,2024-06-20,10341,2024-08-19,Overdue
INV109078,C04013,2024-07-29,20677,2024-08-28,Paid
INV109079,C01878,2024-05-12,10563,2024-07-11,Open
INV109080,C07187,2024-10-26,22350,2024-11-25,Paid
INV109081,C06309,2024-08-06,5017,2024-09-05,Paid
INV109082,C02315,2024-11-29,3571,2024-12-29,Paid
INV109083,C09656,2024-03-05,17030,2024-05-04,Overdue
INV109084,C05248,2024-06-07,22666,2024-07-07,Paid
INV109085,C03993,2024-10-27,20579,2024-12-26,Paid
INV109086,C02915,2024-04-23,24764,2024-06-22,Overdue
INV109087,C09534,2024-03-14,20239,2024-04-28,Paid
INV109088,C03935,2024-11-06,2375,2024-12-21,Open
INV109089,C02702,2024-02-29,2371,2024-04-14,Paid
INV109090,C04045,2024-09-10,14144,2024-11-09,Open
INV109091,C00034,2024-08-30,16276,2024-10-29,Paid
INV109092,C02146,2024-04-24,16246,2024-06-23,Overdue
INV109093,C06460,2024-10-21,12482,2024-12-05,Paid
INV109094,C07488,2024-04-13,9219,2024-05-13,Paid
INV109095,C09472,2024-02-17,8818,2024-03-18,Paid
INV109096,C05674,2024-03-20,23313,2024-05-04,Overdue
INV109097,C00405,2024-01-27,16404,2024-03-12,Paid
INV109098,C04712,2024-09-28,20504,2024-10-28,Overdue
INV109099,C01925,2024-08-20,10896,2024-10-04,Paid
INV109100,C07622,2024-09-10,24240,2024-11-09,Paid
INV109101,C00882,2024-12-30,22011,2025-02-28,Open
INV109102,C06024,2024-12-12,15604,2025-01-26,Paid
INV109103,C02903,2024-05-16,11058,2024-07-15,Overdue
INV109104,C09790,2024-06-01,6347,2024-07-31,Paid
INV109105,C01246,2024-12-09,11246,2025-02-07,Open
INV109106,C08632,2024-02-27,12389,2024-03-28,Open
INV109107,C05368,2024-08-07,1185,2024-09-21,Overdue
INV109108,C00116,2024-01-18,13726,2024-03-18,Paid
INV109109,C04501,2024-03-30,7165,2024-05-14,Paid
INV109110,C09471,2024-11-25,11461,2025-01-24,Paid
INV109111,C00297,2024-06-25,19656,2024-07-25,Paid
INV109112,C07693,2024-02-13,17969,2024-04-13,Paid
INV109113,C02949,2024-07-21,18854,2024-08-20,Open
INV109114,C08128,2024-04-19,20512,2024-06-18,Paid
INV109115,C02606,2024-07-11,1724,2024-08-10,Paid
INV109116,C06478,2024-12-02,10331,2025-01-31,Paid
INV109117,C07922,2024-05-07,2336,2024-07-06,Open
INV109118,C01095,2024-01-10,12250,2024-02-09,Overdue
INV109119,C05102,2024-11-14,6216,2025-01-13,Open
INV109120,C01075,2024-04-03,11858,2024-06-02,Paid
INV109121,C00016,2024-10-28,12469,2024-12-27,Open
INV109122,C01528,2024-08-12,18150,2024-09-11,Paid
INV109123,C08243,2024-09-14,724,2024-10-29,Open
INV109124,C03200,2024-08-11,13758,2024-10-10,Paid
INV109125,C09796,2024-09-15,16820,2024-11-14,Paid
INV109126,C07801,2024-02-05,2660,2024-03-06,Open
INV109127,C01993,2024-09-17,11430,2024-11-01,Paid
INV109128,C02954,2024-10-02,699,2024-12-01,Open
INV109129,C06472,2024-09-15,14140,2024-11-14,Open
INV109130,C05823,2024-09-15,15624,2024-10-30,Paid
INV109131,C00932,2024-12-21,18722,2025-02-19,Overdue
INV109132,C02016,2024-11-21,24969,2025-01-05,Paid
INV109133,C06445,2024-08-15,1819,2024-09-14,Overdue
INV109134,C07419,2024-03-28,19574,2024-04-27,Paid
INV109135,C06406,2024-10-29,16292,2024-12-13,Paid
INV109136,C02139,2024-04-11,5900,2024-05-11,Open
INV109137,C04290,2024-10-19,16581,2024-12-03,Paid
INV109138,C03401,2024-01-08,6767,2024-03-08,Paid
INV109139,C09280,2024-04-11,7422,2024-05-11,Overdue
INV109140,C08418,2024-04-22,18001,2024-06-06,Paid
INV109141,C08637,2024-07-26,15948,2024-09-09,Paid
INV109142,C01903,2024-12-28,19134,2025-02-11,Paid
INV109143,C03604,2024-02-14,7381,2024-04-14,Paid
INV109144,C09675,2024-01-10,15947,2024-03-10,Overdue
INV109145,C05453,2024-12-07,10531,2025-02-05,Overdue
INV109146,C08437,2024-08-19,16019,2024-09-18,Paid
INV109147,C04049,2024-08-20,7542,2024-10-19,Open
INV109148,C00805,2024-12-08,8813,2025-01-22,Open
INV109149,C08044,2024-06-17,19552,2024-08-16,Paid
INV109150,C09124,2024-09-24,24327,2024-10-24,Paid
INV109151,C01761,2024-08-24,20203,2024-10-23,Open
INV109152,C06306,2024-09-20,21383,2024-11-04,Paid
INV109153,C07999,2024-10-27,2342,2024-11-26,Paid
INV109154,C08217,2024-03-28,10181,2024-05-12,Open
INV109155,C04396,2024-06-02,14700,2024-08-01,Overdue
INV109156,C05345,2024-12-07,16385,2025-01-06,Paid
INV109157,C08266,2024-04-16,20181,2024-05-16,Paid
INV109158,C07882,2024-08-04,16707,2024-09-18,Overdue
INV109159,C07983,2024-06-07,5651,2024-07-07,Paid
INV109160,C07457,2024-11-07,2717,2024-12-07,Overdue
INV109161,C04188,2024-12-19,13421,2025-01-18,Paid
INV109162,C01411,2024-02-06,4547,2024-03-22,Paid
INV109163,C03613,2024-03-12,7578,2024-05-11,Paid
INV109164,C07340,2024-04-30,14745,2024-06-14,Paid
INV109165,C04781,2024-06-20,14515,2024-08-19,Open
INV109166,C04468,2024-08-14,11990,2024-10-13,Overdue
INV109167,C05356,2024-08-04,4815,2024-09-03,Paid
INV109168,C09258,2024-04-04,21682,2024-05-04,Paid
INV109169,C03996,2024-06-25,15070,2024-08-24,Paid
INV109170,C06869,2024-03-27,5424,2024-05-26,Paid
INV109171,C08803,2024-04-11,12253,2024-05-11,Overdue
INV109172,C07646,2024-11-19,13633,2025-01-18,Paid
INV109173,C04216,2024-12-21,19832,2025-02-19,Overdue
INV109174,C01839,2024-05-06,23221,2024-07-05,Open
INV109175,C05649,2024-03-10,8224,2024-05-09,Open
INV109176,C06685,2024-08-10,13899,2024-10-09,Paid
INV109177,C06945,2024-09-16,8822,2024-10-16,Paid
INV109178,C07296,2024-10-03,23422,2024-11-02,Paid
