po_id,customer_id,po_date,po_amount,approval_status
PO206357,C07308,2024-09-05,20975,Approved
PO206358,C07705,2024-09-08,20296,Approved
PO206359,C07875,2024-06-08,24069,Approved
PO206360,C07998,2024-05-02,11375,Approved
PO206361,C04627,2024-04-05,5365,Approved
PO206362,C06486,2024-08-12,8725,Pending
PO206363,C03795,2024-12-14,14515,Approved
PO206364,C02175,2024-03-27,5770,Pending
PO206365,C07971,2024-05-31,9352,Delayed
PO206366,C05371,2024-11-07,6807,Approved
PO206367,C08652,2024-10-09,1124,Pending
PO206368,C02307,2024-04-16,10186,Pending
PO206369,C04969,2024-03-11,14748,Approved
PO206370,C04869,2024-10-06,2103,Approved
PO206371,C07867,2024-08-14,19505,Approved
PO206372,C07938,2024-08-29,20046,Pending
PO206373,C00286,2024-08-12,19302,Approved
PO206374,C00074,2024-07-27,8748,Pending
PO206375,C05918,2024-12-25,3230,Approved
PO206376,C01352,2024-09-23,16866,Pending
PO206377,C08005,2024-09-18,16393,Pending
PO206378,C09519,2024-08-13,24231,Approved
PO206379,C07625,2024-05-13,18885,Approved
PO206380,C00273,2024-02-07,9113,Approved
PO206381,C02442,2024-02-20,9001,Approved
PO206382,C05018,2024-05-06,15301,Approved
PO206383,C01340,2024-03-09,9795,Approved
PO206384,C03640,2024-03-02,1647,Delayed
PO206385,C08343,2024-05-17,3975,Pending
PO206386,C09486,2024-10-30,20765,Pending
PO206387,C07998,2024-07-19,1425,Approved
PO206388,C01987,2024-09-08,17879,Approved
PO206389,C08862,2024-08-08,16447,Approved
PO206390,C01832,2024-03-11,10270,Delayed
PO206391,C06102,2024-07-06,8622,Approved
PO206392,C09539,2024-03-04,10620,Delayed
PO206393,C09708,2024-03-23,9435,Approved
PO206394,C09082,2024-03-21,12333,Approved
PO206395,C06291,2024-01-19,8051,Approved
PO206396,C07550,2024-07-29,8679,Approved
PO206397,C07309,2024-06-09,3208,Delayed
PO206398,C07363,2024-08-21,6608,Pending
PO206399,C08711,2024-10-09,2747,Approved
PO206400,C04214,2024-10-06,7844,Pending
PO206401,C03699,2024-08-19,13847,Approved
PO206402,C00254,2024-02-23,23671,Approved
PO206403,C03113,2024-04-15,24726,Approved
PO206404,C09874,2024-11-25,4785,Approved
PO206405,C04139,2024-10-08,24966,Pending
PO206406,C04695,2024-03-21,17182,Approved
PO206407,C04124,2024-01-08,666,Approved
PO206408,C03507,2024-01-25,5521,Approved
PO206409,C03542,2024-03-19,6781,Pending
PO206410,C00627,2024-02-23,10356,Approved
PO206411,C07220,2024-05-02,24705,Approved
PO206412,C03369,2024-01-03,11641,Approved
PO206413,C06859,2024-02-18,11991,Approved
PO206414,C06031,2024-02-23,629,Delayed
PO206415,C07141,2024-08-18,2458,Approved
PO206416,C00860,2024-11-19,13642,Approved
PO206417,C01876,2024-05-29,7427,Approved
PO206418,C06981,2024-06-16,12928,Approved
PO206419,C00665,2024-04-18,23618,Approved
PO206420,C00115,2024-12-04,4629,Approved
PO206421,C07812,2024-03-29,15990,Approved
PO206422,C09420,2024-09-17,7154,Approved
PO206423,C02629,2024-05-25,16205,Approved
PO206424,C04071,2024-07-16,3826,Approved
PO206425,C04490,2024-08-30,2373,Approved
PO206426,C00240,2024-09-29,21154,Approved
PO206427,C08036,2024-07-06,9148,Delayed
PO206428,C02483,2024-10-20,7393,Approved
PO206429,C06437,2024-06-27,10238,Approved
PO206430,C06056,2024-11-25,2462,Approved
PO206431,C05830,2024-04-09,11018,Approved
PO206432,C06872,2024-10-21,1589,Approved
PO206433,C05754,2024-03-31,12881,Pending
PO206434,C01898,2024-06-13,8129,Delayed
PO206435,C00397,2024-05-07,14878,Approved
PO206436,C04118,2024-12-25,633,Approved
PO206437,C03119,2024-12-26,22627,Approved
PO206438,C04332,2024-06-07,19712,Approved
PO206439,C05422,2024-02-29,12104,Approved
PO206440,C08232,2024-12-09,13073,Pending
PO206441,C08786,2024-12-26,5960,Delayed
PO206442,C09174,2024-08-02,24373,Pending
PO206443,C07452,2024-09-24,1140,Approved
PO206444,C06224,2024-08-30,11422,Approved
PO206445,C08486,2024-03-20,15267,Delayed
PO206446,C01576,2024-11-14,5069,Pending
PO206447,C09766,2024-05-11,13892,Approved
PO206448,C00900,2024-11-16,14018,Pending
PO206449,C05622,2024-10-05,18462,Approved
PO206450,C05629,2024-07-05,17344,Pending
PO206451,C02631,2024-05-28,12537,Pending
PO206452,C06023,2024-10-16,15596,Approved
PO206453,C02296,2024-08-18,10089,Approved
PO206454,C08354,2024-12-07,10500,Approved
PO206455,C07433,2024-07-03,1360,Approved
PO206456,C09298,2024-12-01,7262,Approved
PO206457,C08970,2024-01-18,13439,Approved
PO206458,C04446,2024-08-31,5267,Approved
PO206459,C04227,2024-01-26,17638,Approved
PO206460,C00686,2024-07-07,10512,Approved
PO206461,C08230,2024-08-20,6933,Approved
PO206462,C05713,2024-04-03,3982,Approved
PO206463,C01875,2024-05-31,9076,Approved
PO206464,C01333,2024-06-21,12049,Approved
PO206465,C09848,2024-10-21,8781,Approved
PO206466,C05010,2024-10-23,9758,Approved
PO206467,C07631,2024-01-25,17916,Approved
PO206468,C02564,2024-03-26,20356,Approved
PO206469,C06623,2024-04-14,8053,Approved
PO206470,C06405,2024-10-08,16159,Approved
PO206471,C00701,2024-08-02,1332,Approved
PO206472,C08090,2024-03-30,19116,Approved
PO206473,C07370,2024-07-28,17447,Delayed
PO206474,C09851,2024-02-05,15202,Approved
PO206475,C06433,2024-11-08,13326,Approved
PO206476,C00327,2024-09-29,11859,Pending
PO206477,C00812,2024-05-03,4813,Pending
PO206478,C08286,2024-09-03,18840,Delayed
PO206479,C02432,2024-12-17,9844,Approved
PO206480,C06383,2024-08-18,4725,Pending
PO206481,C08924,2024-08-02,3553,Pending
PO206482,C00761,2024-06-19,23451,Pending
PO206483,C01327,2024-02-19,4104,Approved
PO206484,C00782,2024-07-29,23099,Pending
PO206485,C09630,2024-06-27,24924,Approved
PO206486,C03360,2024-07-11,15891,Approved
PO206487,C00970,2024-01-17,21276,Approved
PO206488,C03101,2024-05-05,23588,Pending
PO206489,C07498,2024-08-21,5250,Pending
PO206490,C05878,2024-02-28,19013,Approved
PO206491,C06667,2024-01-29,7554,Pending
PO206492,C02609,2024-08-18,22281,Approved
PO206493,C09697,2024-07-14,22458,Approved
PO206494,C05226,2024-01-05,18307,Approved
PO206495,C02212,2024-06-30,8743,Pending
PO206496,C04538,2024-11-08,12405,Approved
PO206497,C06132,2024-04-15,18578,Approved
PO206498,C03457,2024-04-03,9251,Pending
PO206499,C07177,2024-10-20,23216,Approved
PO206500,C08833,2024-09-25,16944,Pending
PO206501,C02680,2024-05-10,15815,Delayed
PO206502,C02212,2024-09-21,13272,Delayed
PO206503,C04314,2024-02-25,22072,Delayed
PO206504,C08381,2024-03-13,12560,Pending
PO206505,C08668,2024-04-08,2680,Approved
PO206506,C00102,2024-04-08,8184,Pending
PO206507,C08905,2024-01-05,24328,Approved
PO206508,C06198,2024-04-29,3610,Approved
PO206509,C07277,2024-01-08,23440,Approved
PO206510,C06429,2024-01-17,9022,Approved
PO206511,C09925,2024-04-11,20969,Delayed
PO206512,C05594,2024-04-25,22098,Approved
PO206513,C09229,2024-02-26,18032,Approved
PO206514,C09648,2024-05-17,18971,Approved
PO206515,C03956,2024-02-08,14216,Pending
PO206516,C09055,2024-03-23,23065,Approved
PO206517,C07394,2024-04-08,22679,Approved
PO206518,C03386,2024-03-23,18997,Approved
PO206519,C01826,2024-09-25,4306,Approved
PO206520,C04435,2024-02-12,17920,Approved
PO206521,C04439,2024-08-26,21064,Pending
PO206522,C08044,2024-10-28,10888,Pending
PO206523,C08451,2024-08-04,1206,Delayed
PO206524,C02857,2024-03-29,10205,Approved
PO206525,C04947,2024-08-07,23124,Approved
PO206526,C08286,2024-01-31,24579,Delayed
PO206527,C02985,2024-06-02,17605,Approved
PO206528,C07272,2024-06-25,6551,Pending
PO206529,C04217,2024-01-16,18927,Approved
PO206530,C04392,2024-06-05,18977,Approved
PO206531,C04384,2024-01-10,18864,Pending
PO206532,C03702,2024-11-20,16692,Approved
PO206533,C03558,2024-02-22,19416,Approved
PO206534,C04853,2024-05-16,12569,Pending
PO206535,C01938,2024-05-29,22099,Approved
PO206536,C09451,2024-01-21,8283,Pending
PO206537,C01007,2024-06-24,3031,Approved
PO206538,C05510,2024-12-14,18906,Approved
PO206539,C05018,2024-05-06,18468,Pending
PO206540,C00969,2024-05-22,19828,Pending
PO206541,C00438,2024-11-20,22444,Approved
PO206542,C08279,2024-05-04,6045,Approved
PO206543,C07497,2024-11-26,15737,Approved
PO206544,C08537,2024-07-14,18514,Approved
PO206545,C08824,2024-02-29,6079,Approved
PO206546,C01655,2024-03-17,13294,Approved
PO206547,C07354,2024-08-03,19271,Approved
PO206548,C07478,2024-11-30,14278,Approved
PO206549,C04207,2024-12-30,16618,Pending
PO206550,C05457,2024-02-22,7920,Approved
PO206551,C03144,2024-04-08,14179,Approved
PO206552,C09765,2024-10-18,6058,Approved
PO206553,C06590,2024-04-16,24808,Approved
PO206554,C02247,2024-10-21,760,Approved
PO206555,C07614,2024-02-29,9288,Approved
PO206556,C06373,2024-02-13,15880,Delayed
PO206557,C04928,2024-08-17,14672,Approved
PO206558,C06669,2024-05-18,16283,Approved
PO206559,C02894,2024-05-29,6377,Pending
PO206560,C00602,2024-03-10,11518,Approved
PO206561,C05576,2024-02-09,2199,Approved
PO206562,C05052,2024-08-11,13084,Approved
PO206563,C05708,2024-01-18,24259,Approved
PO206564,C08946,2024-09-21,23024,Approved
PO206565,C04041,2024-09-29,3843,Approved
PO206566,C09781,2024-01-21,14013,Approved
PO206567,C07930,2024-04-15,21227,Approved
PO206568,C05683,2024-01-31,6989,Approved
PO206569,C01633,2024-03-28,689,Pending
PO206570,C01219,2024-11-28,3923,Pending
PO206571,C01634,2024-12-29,4758,Approved
PO206572,C01440,2024-11-28,8890,Approved
PO206573,C00952,2024-02-28,5710,Pending
PO206574,C09838,2024-04-06,21320,Pending
PO206575,C00492,2024-03-22,17563,Approved
PO206576,C02283,2024-10-06,14140,Pending
PO206577,C05017,2024-10-11,20866,Approved
PO206578,C07841,2024-12-11,10064,Approved
PO206579,C06204,2024-01-05,22836,Approved
PO206580,C01749,2024-05-06,23887,Pending
PO206581,C08467,2024-08-07,10538,Approved
PO206582,C07894,2024-09-07,22417,Approved
PO206583,C03149,2024-08-24,16716,Approved
PO206584,C03084,2024-10-16,1147,Approved
PO206585,C04675,2024-03-23,15615,Delayed
PO206586,C01878,2024-12-27,3977,Approved
PO206587,C02726,2024-07-16,3093,Pending
PO206588,C07438,2024-10-08,12601,Approved
PO206589,C05558,2024-09-03,20182,Pending
PO206590,C03573,2024-09-28,23274,Delayed
PO206591,C08634,2024-08-06,1594,Approved
PO206592,C05054,2024-07-31,7573,Pending
PO206593,C09724,2024-03-01,17859,Approved
PO206594,C09840,2024-08-06,22242,Pending
PO206595,C03593,2024-05-02,20720,Approved
PO206596,C03137,2024-10-09,7099,Approved
PO206597,C01467,2024-11-21,22916,Approved
PO206598,C00155,2024-06-14,18088,Approved
PO206599,C03259,2024-08-05,22631,Approved
PO206600,C03756,2024-09-05,15016,Delayed
PO206601,C09942,2024-08-21,11614,Approved
PO206602,C04332,2024-01-26,1193,Approved
PO206603,C01360,2024-05-25,5302,Approved
PO206604,C00476,2024-03-03,17765,Pending
PO206605,C02442,2024-10-22,11382,Approved
PO206606,C06660,2024-10-19,19397,Pending
PO206607,C06028,2024-10-27,9054,Delayed
PO206608,C05873,2024-01-28,12641,Approved
PO206609,C00310,2024-03-09,7070,Approved
PO206610,C09242,2024-05-22,16813,Approved
PO206611,C01555,2024-11-27,23182,Approved
PO206612,C06322,2024-05-02,11589,Approved
PO206613,C02911,2024-09-26,12953,Approved
PO206614,C06313,2024-07-15,7445,Approved
PO206615,C05877,2024-06-06,5282,Pending
PO206616,C03683,2024-01-30,6870,Approved
PO206617,C04205,2024-05-22,6630,Approved
PO206618,C04838,2024-04-17,15770,Approved
PO206619,C08514,2024-02-26,5096,Approved
PO206620,C05994,2024-11-19,1627,Approved
PO206621,C04864,2024-07-19,3270,Approved
PO206622,C08577,2024-03-12,5908,Approved
PO206623,C01247,2024-01-25,20454,Approved
PO206624,C07332,2024-03-21,6903,Approved
PO206625,C08146,2024-09-29,20065,Approved
PO206626,C07091,2024-10-21,18075,Pending
PO206627,C05154,2024-12-15,20876,Delayed
PO206628,C00320,2024-10-06,15333,Approved
PO206629,C09665,2024-12-03,17747,Approved
PO206630,C09968,2024-07-03,7629,Approved
PO206631,C08993,2024-06-10,6930,Approved
PO206632,C08817,2024-04-12,10309,Pending
PO206633,C09376,2024-07-28,22989,Pending
PO206634,C03709,2024-03-14,12013,Approved
PO206635,C01957,2024-10-10,21953,Approved
PO206636,C02547,2024-06-07,16216,Approved
PO206637,C09849,2024-08-22,8744,Approved
PO206638,C00941,2024-12-26,18936,Approved
PO206639,C00784,2024-01-03,15654,Delayed
PO206640,C08542,2024-12-13,11889,Approved
PO206641,C04306,2024-04-13,24579,Approved
PO206642,C03565,2024-04-01,5944,Delayed
PO206643,C04558,2024-11-16,12714,Approved
PO206644,C09664,2024-03-24,10390,Approved
PO206645,C07047,2024-02-21,5530,Approved
PO206646,C03225,2024-03-01,20233,Approved
PO206647,C01079,2024-02-11,17301,Pending
PO206648,C02820,2024-11-08,23118,Approved
PO206649,C00629,2024-06-29,20077,Approved
PO206650,C02909,2024-09-15,9569,Approved
PO206651,C05389,2024-03-29,24929,Approved
PO206652,C09334,2024-12-19,19245,Approved
PO206653,C01726,2024-02-01,11634,Approved
PO206654,C08763,2024-07-17,22905,Approved
PO206655,C05065,2024-05-02,19088,Approved
PO206656,C07833,2024-05-31,5983,Approved
PO206657,C03774,2024-11-02,15328,Approved
PO206658,C04777,2024-10-20,21543,Approved
PO206659,C00504,2024-03-12,10263,Approved
PO206660,C05467,2024-11-14,17017,Approved
PO206661,C09938,2024-04-08,17965,Delayed
PO206662,C07229,2024-12-18,6329,Approved
PO206663,C03506,2024-11-20,22383,Pending
PO206664,C06365,2024-01-30,1964,Delayed
PO206665,C08847,2024-09-14,21615,Approved
PO206666,C04068,2024-09-23,23529,Pending
PO206667,C05989,2024-10-13,20176,Approved
PO206668,C02277,2024-04-21,807,Pending
PO206669,C06857,2024-10-28,19197,Pending
PO206670,C04474,2024-01-23,3780,Approved
PO206671,C08145,2024-02-07,13025,Pending
PO206672,C09450,2024-11-14,3014,Approved
PO206673,C09951,2024-05-05,7838,Pending
PO206674,C00148,2024-10-20,4907,Approved
PO206675,C05876,2024-09-22,22284,Approved
PO206676,C03451,2024-03-26,10037,Approved
PO206677,C09971,2024-04-29,24052,Approved
PO206678,C06275,2024-07-27,10324,Pending
PO206679,C08941,2024-04-04,2394,Approved
PO206680,C04983,2024-12-10,23324,Pending
PO206681,C09593,2024-08-29,10483,Approved
PO206682,C05125,2024-08-18,22996,Approved
PO206683,C09356,2024-06-17,22632,Approved
PO206684,C09748,2024-11-09,5936,Pending
PO206685,C04229,2024-02-16,20325,Approved
PO206686,C07122,2024-10-08,11891,Approved
PO206687,C07411,2024-11-15,22571,Approved
PO206688,C02161,2024-12-20,8538,Pending
PO206689,C02588,2024-02-19,10653,Approved
PO206690,C06024,2024-11-26,20072,Approved
PO206691,C00638,2024-03-20,19962,Approved
PO206692,C01357,2024-12-22,10840,Approved
PO206693,C00896,2024-03-27,23365,Pending
PO206694,C04189,2024-07-30,9582,Approved
PO206695,C03585,2024-04-13,6066,Pending
PO206696,C04810,2024-12-06,24752,Approved
PO206697,C06317,2024-02-27,12694,Approved
PO206698,C06698,2024-03-31,8663,Pending
PO206699,C07579,2024-04-09,22660,Approved
PO206700,C06375,2024-03-05,24347,Approved
PO206701,C05589,2024-08-25,549,Approved
PO206702,C08000,2024-08-20,24848,Pending
PO206703,C05084,2024-07-31,12175,Pending
PO206704,C08366,2024-06-24,9797,Pending
PO206705,C08795,2024-07-26,1760,Delayed
PO206706,C09831,2024-04-17,15664,Approved
PO206707,C03326,2024-04-05,21067,Delayed
PO206708,C04220,2024-05-04,13793,Approved
PO206709,C01120,2024-08-01,16528,Approved
PO206710,C07353,2024-10-27,24607,Approved
PO206711,C09733,2024-12-28,7234,Approved
PO206712,C08755,2024-01-20,12366,Approved
PO206713,C03185,2024-11-20,15351,Approved
PO206714,C04266,2024-05-29,9372,Pending
PO206715,C00756,2024-08-12,19468,Approved
PO206716,C08457,2024-08-06,20334,Delayed
PO206717,C03922,2024-07-11,13791,Approved
PO206718,C05430,2024-06-24,8717,Approved
PO206719,C01630,2024-05-26,14243,Approved
PO206720,C09219,2024-01-17,23175,Pending
PO206721,C09372,2024-04-03,4168,Approved
PO206722,C05072,2024-10-20,15072,Delayed
PO206723,C07708,2024-04-14,11073,Approved
PO206724,C05337,2024-03-19,7363,Approved
PO206725,C03431,2024-06-16,543,Approved
PO206726,C07710,2024-01-29,6079,Approved
PO206727,C08812,2024-05-20,15916,Pending
PO206728,C07749,2024-10-24,18085,Approved
PO206729,C02932,2024-09-10,8390,Pending
PO206730,C07715,2024-02-20,12738,Approved
PO206731,C01357,2024-11-28,4852,Approved
PO206732,C09673,2024-12-13,7182,Delayed
PO206733,C07650,2024-10-25,2647,Approved
PO206734,C06484,2024-08-05,10842,Approved
PO206735,C04152,2024-01-05,698,Approved
PO206736,C00370,2024-09-23,11907,Pending
PO206737,C09953,2024-03-27,11464,Pending
PO206738,C03247,2024-12-23,5608,Approved
PO206739,C06674,2024-03-11,547,Pending
PO206740,C09726,2024-05-13,5385,Approved
PO206741,C09056,2024-09-11,1164,Pending
PO206742,C05802,2024-04-10,10966,Approved
PO206743,C08893,2024-09-17,14836,Approved
PO206744,C04817,2024-10-02,15987,Approved
PO206745,C04476,2024-05-11,15723,Approved
PO206746,C09512,2024-02-22,15987,Delayed
PO206747,C04501,2024-12-19,8393,Approved
PO206748,C06915,2024-11-11,5014,Approved
PO206749,C07511,2024-01-20,23736,Approved
PO206750,C04828,2024-12-07,19391,Approved
PO206751,C07786,2024-11-06,10649,Approved
PO206752,C02681,2024-04-08,7919,Approved
PO206753,C08073,2024-04-21,15222,Approved
PO206754,C04405,2024-01-22,990,Pending
PO206755,C02789,2024-09-17,18839,Pending
PO206756,C08256,2024-01-18,4755,Approved
PO206757,C06206,2024-02-25,24917,Approved
PO206758,C03605,2024-05-08,6791,Approved
PO206759,C08831,2024-10-19,20699,Approved
PO206760,C09657,2024-03-25,20765,Approved
PO206761,C02348,2024-02-18,18833,Approved
PO206762,C06246,2024-07-20,18626,Approved
PO206763,C00226,2024-07-12,24826,Delayed
PO206764,C02662,2024-06-22,14147,Approved
PO206765,C07273,2024-08-05,643,Approved
PO206766,C04597,2024-04-20,2349,Approved
PO206767,C05771,2024-09-20,8591,Approved
PO206768,C04586,2024-07-16,17829,Delayed
PO206769,C01877,2024-07-06,16013,Pending
PO206770,C01914,2024-08-29,782,Approved
PO206771,C07655,2024-01-13,16468,Approved
PO206772,C06522,2024-04-30,21300,Approved
PO206773,C03659,2024-01-19,24734,Pending
PO206774,C01735,2024-08-08,22367,Pending
PO206775,C09802,2024-07-26,5190,Approved
PO206776,C04897,2024-11-19,16201,Approved
PO206777,C02914,2024-04-27,13822,Approved
PO206778,C01616,2024-11-04,11815,Pending
PO206779,C07183,2024-06-09,5420,Approved
PO206780,C02311,2024-05-30,7980,Pending
PO206781,C01611,2024-11-18,19819,Delayed
PO206782,C06908,2024-09-02,5292,Approved
PO206783,C02530,2024-02-12,24971,Approved
PO206784,C05159,2024-09-22,7339,Pending
PO206785,C01687,2024-02-17,4996,Approved
PO206786,C08823,2024-12-01,5694,Approved
PO206787,C00260,2024-10-10,2708,Approved
PO206788,C09524,2024-12-11,9201,Approved
PO206789,C05909,2024-03-22,18632,Approved
PO206790,C01701,2024-01-31,24647,Approved
PO206791,C06744,2024-09-18,12751,Delayed
PO206792,C08620,2024-03-13,18837,Approved
PO206793,C00075,2024-08-19,5345,Approved
PO206794,C03636,2024-06-13,2744,Pending
PO206795,C02464,2024-10-23,18103,Delayed
PO206796,C05174,2024-11-06,2547,Approved
PO206797,C05204,2024-08-13,5597,Approved
PO206798,C00039,2024-01-16,22345,Pending
PO206799,C02812,2024-03-26,8197,Approved
PO206800,C06563,2024-01-16,10765,Approved
PO206801,C08774,2024-12-13,23182,Delayed
PO206802,C05069,2024-08-21,15036,Approved
PO206803,C05723,2024-03-22,13581,Pending
PO206804,C06449,2024-02-20,3231,Approved
PO206805,C00902,2024-12-07,22075,Approved
PO206806,C05739,2024-04-21,20724,Approved
PO206807,C03995,2024-11-01,5926,Approved
PO206808,C09528,2024-10-10,13427,Approved
PO206809,C09419,2024-12-20,3793,Approved
PO206810,C06002,2024-02-05,1652,Pending
PO206811,C06744,2024-07-12,12269,Delayed
PO206812,C06362,2024-08-02,13746,Pending
PO206813,C02883,2024-08-17,11287,Pending
PO206814,C04845,2024-10-23,10302,Approved
PO206815,C08175,2024-04-22,15237,Approved
PO206816,C04342,2024-08-13,8087,Approved
PO206817,C05878,2024-10-17,19919,Approved
PO206818,C03349,2024-02-21,17026,Approved
PO206819,C05019,2024-11-16,18094,Approved
PO206820,C08596,2024-03-20,7529,Approved
PO206821,C09599,2024-04-06,17394,Pending
PO206822,C09330,2024-07-09,9218,Approved
PO206823,C08945,2024-06-02,4107,Approved
PO206824,C06283,2024-12-02,5306,Approved
PO206825,C04823,2024-04-15,3043,Pending
PO206826,C09820,2024-02-12,19597,Approved
PO206827,C09321,2024-08-24,3184,Approved
PO206828,C09600,2024-07-16,12966,Approved
PO206829,C01141,2024-09-24,17123,Approved
PO206830,C08377,2024-08-17,14793,Approved
PO206831,C01920,2024-01-24,7107,Approved
PO206832,C06894,2024-05-17,10692,Delayed
PO206833,C05868,2024-10-23,10020,Approved
PO206834,C09922,2024-11-16,2172,Approved
PO206835,C01091,2024-06-17,9062,Approved
PO206836,C01346,2024-06-07,24713,Approved
PO206837,C02939,2024-02-05,2728,Delayed
PO206838,C05992,2024-09-06,12391,Approved
PO206839,C01616,2024-06-24,21201,Approved
PO206840,C00562,2024-12-05,15292,Delayed
PO206841,C05860,2024-10-09,9789,Pending
PO206842,C05812,2024-01-26,20713,Approved
PO206843,C01590,2024-02-07,23457,Approved
PO206844,C02508,2024-01-30,5837,Pending
PO206845,C03762,2024-03-16,15231,Approved
PO206846,C04293,2024-06-07,20127,Pending
PO206847,C01018,2024-06-05,15998,Approved
PO206848,C07004,2024-03-16,19089,Approved
PO206849,C07386,2024-05-31,12015,Approved
PO206850,C07829,2024-08-29,12482,Approved
PO206851,C01110,2024-03-26,23996,Pending
PO206852,C07852,2024-11-17,6204,Approved
PO206853,C01086,2024-06-12,10791,Approved
PO206854,C05895,2024-09-12,11780,Pending
PO206855,C05687,2024-12-05,18920,Approved
PO206856,C03772,2024-07-27,11115,Approved
PO206857,C00629,2024-01-10,7109,Approved
PO206858,C09374,2024-08-11,3752,Approved
PO206859,C06899,2024-07-24,12781,Approved
PO206860,C08382,2024-03-14,12064,Approved
PO206861,C03167,2024-08-29,12574,Approved
PO206862,C01240,2024-06-15,861,Approved
PO206863,C03344,2024-12-04,1379,Approved
PO206864,C00370,2024-02-26,5123,Approved
PO206865,C09042,2024-03-10,10953,Approved
PO206866,C03172,2024-11-13,4129,Approved
PO206867,C00499,2024-12-21,17805,Approved
PO206868,C00084,2024-08-18,5831,Pending
PO206869,C08329,2024-11-25,7723,Pending
PO206870,C03637,2024-03-26,23563,Approved
PO206871,C06567,2024-09-29,4477,Approved
PO206872,C01895,2024-12-02,10222,Approved
PO206873,C07640,2024-12-27,8005,Approved
PO206874,C09275,2024-04-08,24044,Delayed
PO206875,C08675,2024-01-29,8262,Pending
PO206876,C09677,2024-07-05,22760,Approved
PO206877,C03081,2024-03-18,20569,Approved
PO206878,C03258,2024-05-05,9299,Pending
PO206879,C00482,2024-08-29,16125,Approved
PO206880,C05578,2024-07-29,24796,Delayed
PO206881,C04778,2024-10-25,13405,Approved
PO206882,C06782,2024-04-07,4990,Approved
PO206883,C04951,2024-01-15,21837,Approved
PO206884,C01290,2024-07-27,23692,Approved
PO206885,C06909,2024-07-14,17014,Approved
PO206886,C07381,2024-09-04,17330,Delayed
PO206887,C08959,2024-08-07,4446,Delayed
PO206888,C00050,2024-12-27,23021,Pending
PO206889,C09440,2024-09-07,20713,Approved
PO206890,C02093,2024-04-13,566,Approved
PO206891,C02125,2024-01-18,8504,Approved
PO206892,C03419,2024-07-23,20693,Approved
PO206893,C08245,2024-04-29,22777,Approved
PO206894,C06866,2024-04-28,3056,Delayed
PO206895,C05202,2024-07-04,15548,Pending
PO206896,C05131,2024-03-03,16166,Approved
PO206897,C09959,2024-03-23,17178,Approved
PO206898,C01437,2024-12-18,14621,Approved
PO206899,C08623,2024-01-15,7890,Delayed
PO206900,C02476,2024-10-16,15934,Pending
PO206901,C09842,2024-03-22,7984,Pending
PO206902,C01538,2024-11-05,12134,Approved
PO206903,C09660,2024-05-22,12316,Pending
PO206904,C03895,2024-07-14,6076,Approved
PO206905,C02028,2024-04-01,13968,Approved
PO206906,C01350,2024-10-29,23123,Approved
PO206907,C01067,2024-02-07,17337,Approved
PO206908,C08979,2024-07-20,6669,Pending
PO206909,C08410,2024-11-09,4701,Approved
PO206910,C07598,2024-03-21,3383,Approved
PO206911,C01168,2024-11-30,13327,Approved
PO206912,C05747,2024-11-05,9818,Approved
PO206913,C04636,2024-03-14,22515,Pending
PO206914,C01628,2024-01-12,11009,Pending
PO206915,C07640,2024-08-17,18130,Pending
PO206916,C07613,2024-01-01,17743,Approved
PO206917,C03527,2024-05-01,3191,Approved
PO206918,C01270,2024-04-09,8395,Approved
PO206919,C05275,2024-08-20,21365,Approved
PO206920,C02970,2024-11-26,4804,Pending
PO206921,C01210,2024-09-09,7626,Pending
PO206922,C00624,2024-09-02,12530,Approved
PO206923,C07229,2024-10-03,15850,Pending
PO206924,C07946,2024-02-11,23272,Approved
PO206925,C01505,2024-05-08,18877,Pending
PO206926,C01946,2024-03-02,6216,Approved
PO206927,C04935,2024-12-11,1418,Approved
PO206928,C00584,2024-07-06,1204,Approved
PO206929,C05285,2024-02-14,6339,Approved
PO206930,C02541,2024-03-26,19560,Approved
PO206931,C07428,2024-09-18,1806,Approved
PO206932,C06729,2024-05-27,8367,Approved
PO206933,C04793,2024-07-03,21638,Approved
PO206934,C07318,2024-11-08,23383,Delayed
PO206935,C07981,2024-08-09,17547,Approved
PO206936,C04491,2024-05-16,18176,Approved
PO206937,C07040,2024-07-01,1582,Approved
PO206938,C06756,2024-05-23,24959,Approved
PO206939,C03730,2024-04-19,12253,Approved
PO206940,C06924,2024-01-13,16759,Approved
PO206941,C05089,2024-04-15,16156,Approved
PO206942,C09426,2024-10-01,23063,Pending
PO206943,C01618,2024-08-26,879,Approved
PO206944,C06440,2024-03-13,5937,Approved
PO206945,C01997,2024-02-14,2108,Approved
PO206946,C07390,2024-07-10,7735,Pending
PO206947,C05739,2024-12-02,11007,Approved
PO206948,C00566,2024-02-24,4955,Approved
PO206949,C04918,2024-07-07,1352,Approved
PO206950,C03799,2024-07-27,12634,Approved
PO206951,C07603,2024-05-31,17439,Approved
PO206952,C07826,2024-11-28,24809,Approved
PO206953,C01245,2024-05-16,10542,Approved
PO206954,C06484,2024-12-28,22982,Approved
PO206955,C09598,2024-01-10,2368,Approved
PO206956,C08689,2024-06-16,14771,Pending
PO206957,C08198,2024-02-11,18790,Approved
PO206958,C02355,2024-02-23,2800,Approved
PO206959,C05066,2024-03-19,15719,Delayed
PO206960,C07370,2024-06-27,17185,Approved
PO206961,C04223,2024-11-07,2616,Delayed
PO206962,C05191,2024-04-11,17954,Approved
