invoice_id,payment_id,payment_date,payment_amount,payment_method
INV118569,P107217,2025-03-08,18124.0,Check
INV118872,P107218,2024-11-08,14805.0,Check
INV113660,P107219,2024-06-13,2100.0,ACH
INV119415,P107220,2024-07-26,17587.0,Wire
INV117954,P107221,2024-09-05,17934.0,Wire
INV114879,P107222,2024-12-04,15253.0,Check
INV104604,P107223,2024-04-13,2122.0,Wire
INV103396,P107224,2024-11-22,9297.0,Check
INV106147,P107225,2024-06-18,3197.0,Wire
INV116453,P107226,2025-03-06,13802.0,ACH
INV100029,P107227,2024-12-07,14713.0,Check
INV100520,P107228,2024-04-16,18221.0,ACH
INV106128,P107229,2024-05-29,22639.0,Wire
INV117835,P107230,2024-02-20,6905.0,Wire
INV114667,P107231,2024-12-24,7902.5,Wire
INV108590,P107232,2024-09-15,1942.0,ACH
INV100131,P107233,2024-10-26,8645.0,Check
INV119896,P107234,2025-01-28,4422.5,ACH
INV104643,P107235,2024-02-21,11727.0,Check
INV105524,P107236,2025-02-26,15221.0,Check
INV103817,P107237,2024-02-05,4055.0,Check
INV115701,P107238,2025-03-18,3231.0,Check
INV110001,P107239,2024-05-31,3594.5,Wire
INV117690,P107240,2024-07-20,3891.0,Check
INV116737,P107241,2024-02-15,9714.0,Check
INV104826,P107242,2024-09-12,16477.0,Check
INV118685,P107243,2024-11-25,3801.0,Wire
INV106174,P107244,2024-11-10,7066.0,Check
INV105528,P107245,2024-02-20,9923.0,Check
INV110264,P107246,2024-04-05,20152.0,ACH
INV119292,P107247,2024-04-11,3739.0,Wire
INV101979,P107248,2024-11-17,24561.0,Wire
INV108487,P107249,2024-06-09,23006.0,Check
INV112487,P107250,2024-09-27,3754.0,Wire
INV118386,P107251,2024-11-30,8755.0,Check
INV108203,P107252,2024-03-11,3855.0,Wire
INV109962,P107253,2024-09-15,3078.0,Check
INV114564,P107254,2024-05-01,23592.0,Wire
INV118054,P107255,2024-02-13,20201.0,Check
INV112811,P107256,2025-03-12,23924.0,ACH
INV118814,P107257,2024-05-21,1244.0,Wire
INV116584,P107258,2024-12-17,12996.0,Check
INV103597,P107259,2024-07-16,12592.0,Wire
INV115872,P107260,2024-06-27,3377.0,Wire
INV114875,P107261,2024-09-07,7133.0,Wire
INV102201,P107262,2024-09-11,24598.0,ACH
INV107854,P107263,2024-11-24,7183.0,Check
INV101579,P107264,2024-08-14,8631.0,Wire
INV104398,P107265,2024-11-11,14018.0,Wire
INV107628,P107266,2024-11-23,7026.5,Wire
INV119016,P107267,2024-02-23,1398.0,Wire
INV102326,P107268,2024-08-26,8443.0,Wire
INV116579,P107269,2024-12-10,16453.0,Wire
INV116798,P107270,2024-08-10,8639.0,Check
INV119977,P107271,2024-03-24,1461.5,Wire
INV112195,P107272,2024-12-10,18005.0,Check
INV111369,P107273,2024-09-20,6215.0,Wire
INV116712,P107274,2025-02-15,17147.0,Check
INV114887,P107275,2024-12-30,7169.0,ACH
INV113665,P107276,2024-12-11,11865.0,ACH
INV108704,P107277,2024-03-08,19253.0,Wire
INV108174,P107278,2025-02-19,9685.0,Wire
INV112309,P107279,2024-08-10,20084.0,Check
INV105924,P107280,2025-02-25,2478.0,Wire
INV109701,P107281,2024-02-10,906.0,Wire
INV111715,P107282,2024-09-30,443.0,ACH
INV109326,P107283,2024-07-31,2619.0,Wire
INV106864,P107284,2024-09-15,2139.0,ACH
INV105066,P107285,2024-06-09,523.0,ACH
INV106840,P107286,2024-06-17,5619.0,Wire
INV107908,P107287,2024-12-11,9213.0,ACH
INV114401,P107288,2024-06-16,24564.0,Check
INV114205,P107289,2024-06-18,11508.0,Wire
INV102769,P107290,2025-02-18,24448.0,Check
INV100388,P107291,2024-11-21,4028.0,ACH
INV101953,P107292,2024-03-09,18264.0,Wire
INV116120,P107293,2024-02-15,8336.0,Wire
INV116251,P107294,2025-02-05,7134.0,ACH
INV112369,P107295,2025-01-19,311.5,Wire
INV115754,P107296,2025-03-14,19033.0,Wire
INV117483,P107297,2025-03-17,18309.0,Wire
INV100315,P107298,2024-10-08,11921.5,Check
INV102004,P107299,2024-10-19,7131.0,ACH
INV115454,P107300,2024-12-31,2423.0,ACH
INV100413,P107301,2025-01-01,14596.0,Wire
INV107315,P107302,2025-02-06,1328.0,ACH
INV113742,P107303,2024-10-08,3856.5,Wire
INV118482,P107304,2024-07-05,10277.0,Wire
INV106625,P107305,2024-08-20,20522.0,Check
INV106086,P107306,2024-04-21,9238.0,Check
INV103383,P107307,2024-05-31,2236.0,Check
INV107300,P107308,2024-12-27,20836.0,Wire
INV114173,P107309,2024-08-08,6663.5,ACH
INV112841,P107310,2024-06-17,11351.0,Check
INV100605,P107311,2025-02-18,7342.0,Check
INV100015,P107312,2024-06-05,20005.0,ACH
INV109932,P107313,2024-11-09,9663.5,Check
INV116186,P107314,2024-05-28,3635.0,Check
INV106412,P107315,2024-03-16,6329.0,ACH
INV111272,P107316,2025-01-02,2935.0,ACH
INV112612,P107317,2024-02-02,17329.0,ACH
INV110804,P107318,2024-06-20,9913.0,Wire
INV105766,P107319,2024-07-15,6960.0,Wire
INV103049,P107320,2024-02-24,24620.0,Check
INV103952,P107321,2024-07-11,1361.0,ACH
INV116415,P107322,2024-11-11,14132.0,Check
INV100309,P107323,2024-05-04,16546.0,ACH
INV105464,P107324,2024-05-31,22845.0,ACH
INV101483,P107325,2024-09-17,18824.0,ACH
INV101253,P107326,2025-02-28,8784.0,ACH
INV108829,P107327,2024-04-05,21224.0,Check
INV110186,P107328,2024-03-09,10223.5,Check
INV105987,P107329,2024-11-09,12470.0,ACH
INV106036,P107330,2024-08-09,3970.5,Wire
INV101149,P107331,2024-09-17,20661.0,Check
INV109902,P107332,2024-06-09,16884.0,Wire
INV102517,P107333,2025-02-10,21460.0,ACH
INV113436,P107334,2024-04-23,22315.0,ACH
INV109754,P107335,2024-04-13,1599.0,ACH
INV114942,P107336,2024-09-06,3641.5,Wire
INV102128,P107337,2025-02-08,1791.0,ACH
INV100702,P107338,2025-02-02,11000.0,ACH
INV101947,P107339,2024-10-18,9846.0,Wire
INV104866,P107340,2024-07-12,20817.0,Wire
INV103674,P107341,2025-02-20,4513.0,Wire
INV103842,P107342,2024-04-26,19317.0,Check
INV106569,P107343,2024-02-19,12943.0,Wire
INV107590,P107344,2024-09-30,2830.0,Wire
INV112202,P107345,2024-05-30,15847.0,Wire
INV109801,P107346,2024-03-22,12322.0,Check
INV101111,P107347,2024-10-21,19370.0,ACH
INV117552,P107348,2024-05-14,18090.0,Wire
INV101904,P107349,2024-04-14,1786.0,ACH
INV112878,P107350,2024-12-19,2078.0,Check
INV100637,P107351,2024-12-01,6218.5,Check
INV100248,P107352,2024-06-12,10166.0,Check
INV102406,P107353,2024-03-13,14447.0,ACH
INV119425,P107354,2024-12-07,15309.0,ACH
INV110657,P107355,2024-02-16,17804.0,Wire
INV106746,P107356,2024-11-13,22998.0,ACH
INV100696,P107357,2024-10-23,20654.0,Check
INV118892,P107358,2024-09-21,3029.0,Wire
INV101886,P107359,2024-07-02,13939.0,ACH
INV117613,P107360,2024-06-24,345.5,ACH
INV110280,P107361,2024-02-29,8521.0,Wire
INV102228,P107362,2024-08-09,19501.0,Wire
INV110810,P107363,2025-01-27,4478.0,ACH
INV114554,P107364,2024-07-08,22942.0,Wire
INV110144,P107365,2024-03-27,13246.0,Wire
INV105612,P107366,2024-04-01,5062.0,ACH
INV109805,P107367,2025-02-24,6284.0,Wire
INV116279,P107368,2025-02-22,11557.5,Check
INV107155,P107369,2024-10-06,19374.0,ACH
INV100070,P107370,2024-12-21,5961.5,Check
INV110670,P107371,2024-06-20,1251.0,Check
INV114411,P107372,2025-01-03,8372.0,Check
INV105768,P107373,2024-05-12,5074.0,Check
INV101178,P107374,2024-11-27,12220.0,Check
INV107477,P107375,2024-02-11,13838.0,ACH
INV112371,P107376,2025-02-16,15582.0,ACH
INV117787,P107377,2024-04-22,23218.0,Check
INV101891,P107378,2024-03-20,21306.0,Wire
INV104844,P107379,2025-01-28,23741.0,Wire
INV113176,P107380,2024-12-30,9561.5,Wire
INV102010,P107381,2024-04-12,19849.0,ACH
INV116860,P107382,2024-02-07,9819.0,ACH
INV114705,P107383,2024-10-15,8014.0,Check
INV113532,P107384,2024-12-03,8477.0,ACH
INV106425,P107385,2024-12-29,17488.0,ACH
INV117339,P107386,2024-06-17,9085.0,ACH
INV113222,P107387,2024-03-18,7312.5,Wire
INV112655,P107388,2024-06-18,8572.0,Wire
INV105964,P107389,2024-10-01,14328.0,ACH
INV106247,P107390,2024-12-02,4538.0,Wire
INV115081,P107391,2024-02-03,2829.0,Check
INV102089,P107392,2024-05-23,6905.5,Check
INV118884,P107393,2024-06-23,15580.0,Wire
INV116210,P107394,2025-02-04,10563.0,Check
INV104191,P107395,2024-11-10,19977.0,ACH
INV109760,P107396,2024-05-19,11817.0,Wire
INV116145,P107397,2025-03-12,15256.0,Wire
INV119956,P107398,2024-04-01,13231.0,Check
INV102957,P107399,2024-06-06,11225.5,Wire
INV117555,P107400,2024-04-18,21024.0,ACH
INV111986,P107401,2024-06-18,20031.0,ACH
INV100433,P107402,2024-03-18,11783.0,Check
INV103538,P107403,2025-03-22,6963.0,ACH
INV101083,P107404,2025-03-02,20708.0,Check
INV106907,P107405,2025-01-15,2464.5,Check
INV110101,P107406,2024-07-14,12466.0,Check
INV110862,P107407,2024-05-30,19520.0,Check
INV102853,P107408,2024-09-30,6389.0,ACH
INV104120,P107409,2024-09-01,908.0,Wire
INV108871,P107410,2024-08-22,10473.5,Wire
INV107078,P107411,2024-05-23,3170.0,ACH
INV112490,P107412,2024-07-26,10069.0,ACH
INV107895,P107413,2025-02-14,10068.0,Wire
INV100944,P107414,2024-10-24,11717.0,Wire
INV108271,P107415,2024-09-01,3060.0,Wire
INV112331,P107416,2024-11-07,10370.5,Wire
INV110933,P107417,2025-01-15,5835.0,Check
INV108406,P107418,2024-09-05,17811.0,ACH
INV115769,P107419,2024-05-22,6070.0,ACH
INV110285,P107420,2025-01-14,10482.0,Wire
INV115862,P107421,2024-04-04,6818.0,Wire
INV119589,P107422,2024-02-02,16417.0,ACH
INV101588,P107423,2024-06-14,23584.0,Check
INV119217,P107424,2025-02-12,5061.0,Wire
INV113111,P107425,2024-10-10,3264.0,Check
INV103328,P107426,2024-04-29,19176.0,Check
INV103638,P107427,2024-07-06,12631.0,Wire
INV113868,P107428,2024-11-24,10165.0,ACH
INV110239,P107429,2025-03-03,23940.0,Wire
INV119723,P107430,2024-02-16,21853.0,Wire
INV100367,P107431,2025-02-06,20513.0,Wire
INV109272,P107432,2024-08-16,11863.0,Wire
INV114048,P107433,2024-08-11,8870.0,Wire
INV115833,P107434,2025-02-25,13534.0,ACH
INV112994,P107435,2024-10-04,14887.0,ACH
INV108045,P107436,2024-06-12,23757.0,Wire
INV101152,P107437,2025-03-07,5545.5,Check
INV111719,P107438,2024-09-17,9643.0,ACH
INV108142,P107439,2024-12-17,19258.0,Check
INV111753,P107440,2024-06-08,16834.0,Wire
INV116031,P107441,2024-06-02,2415.0,Wire
INV111170,P107442,2025-02-20,4264.0,ACH
INV104313,P107443,2024-09-07,24102.0,Wire
INV106274,P107444,2024-05-22,1918.0,Wire
INV118409,P107445,2024-10-19,24431.0,Wire
INV109495,P107446,2024-07-23,8504.5,ACH
INV111914,P107447,2024-02-29,3202.0,Wire
INV117173,P107448,2024-03-05,11727.0,Check
INV102012,P107449,2024-12-10,1882.0,ACH
INV102615,P107450,2025-02-08,6720.0,ACH
INV106787,P107451,2024-10-29,8561.5,Wire
INV102474,P107452,2024-12-04,10283.0,Check
INV106765,P107453,2025-03-22,6330.0,Check
INV114077,P107454,2024-12-14,8011.5,ACH
INV102945,P107455,2024-06-03,11804.0,Check
INV116951,P107456,2024-07-24,22356.0,Wire
INV113478,P107457,2024-04-01,23096.0,Check
INV114649,P107458,2024-05-08,15980.0,Check
INV119634,P107459,2024-10-19,9611.0,ACH
INV116107,P107460,2024-05-24,16926.0,Check
INV105860,P107461,2024-09-17,6016.0,Wire
INV100184,P107462,2024-07-31,19059.0,Wire
INV103711,P107463,2024-09-15,12259.0,ACH
INV114843,P107464,2024-07-14,3942.0,Check
INV114174,P107465,2025-01-10,16426.0,Check
INV112813,P107466,2024-12-20,22380.0,Wire
INV107528,P107467,2024-10-01,6247.0,Wire
INV112082,P107468,2024-03-09,14629.0,Check
INV114882,P107469,2025-03-18,20966.0,Wire
INV103694,P107470,2024-12-29,21496.0,Check
INV110092,P107471,2024-07-05,21029.0,Wire
INV111788,P107472,2024-05-18,24422.0,Wire
INV105541,P107473,2025-01-23,7111.0,Check
INV115953,P107474,2024-09-16,23738.0,ACH
INV115677,P107475,2024-08-24,5282.0,Check
INV118022,P107476,2024-03-30,9101.0,Check
INV118539,P107477,2024-10-08,6658.0,Check
INV113982,P107478,2024-08-11,12820.0,Check
INV115242,P107479,2024-02-03,14382.0,Wire
INV100592,P107480,2024-02-19,15054.0,Check
INV107981,P107481,2025-01-22,8521.0,ACH
INV111331,P107482,2024-08-27,12733.0,Wire
INV106018,P107483,2024-09-20,375.0,Check
INV103665,P107484,2024-08-15,16427.0,Check
INV101028,P107485,2024-03-25,20063.0,Check
INV110407,P107486,2024-03-16,928.0,Wire
INV103925,P107487,2024-03-17,15471.0,Wire
INV103162,P107488,2024-04-25,14337.0,Wire
INV105777,P107489,2024-04-15,16557.0,Check
INV100819,P107490,2024-12-21,1695.0,Check
INV100538,P107491,2025-03-03,10067.5,Wire
INV113092,P107492,2024-08-27,20204.0,Check
INV105562,P107493,2025-02-22,3673.0,Wire
INV111339,P107494,2024-11-13,5815.5,ACH
INV101360,P107495,2025-02-11,4754.0,ACH
INV105950,P107496,2025-01-10,23905.0,Wire
INV107738,P107497,2024-09-27,10981.0,ACH
INV116419,P107498,2024-07-18,1659.5,Wire
INV114483,P107499,2025-01-15,8151.5,ACH
INV115170,P107500,2025-03-09,5699.0,Check
INV108097,P107501,2024-11-26,1487.0,Check
INV104905,P107502,2024-06-18,5559.5,Wire
INV118468,P107503,2024-09-28,9154.0,ACH
INV106656,P107504,2024-09-24,11980.0,Check
INV106538,P107505,2024-06-16,6959.0,Check
INV105727,P107506,2025-02-06,24939.0,Check
INV115487,P107507,2025-02-19,4103.0,ACH
INV116113,P107508,2024-06-22,5033.0,Check
INV116471,P107509,2024-03-15,14483.0,Wire
INV108986,P107510,2024-07-17,6298.0,ACH
INV111945,P107511,2024-11-25,16855.0,Wire
INV102310,P107512,2025-02-15,17561.0,Check
INV100528,P107513,2025-02-03,11571.0,ACH
INV113763,P107514,2024-12-22,7523.0,Check
INV103467,P107515,2024-08-03,3594.0,Check
INV102369,P107516,2024-07-31,16951.0,Wire
INV110638,P107517,2024-08-30,8482.0,ACH
INV103455,P107518,2024-11-06,13459.0,Wire
INV112263,P107519,2024-10-24,6282.0,Wire
INV117097,P107520,2025-03-07,1088.5,Wire
INV109445,P107521,2024-12-30,8119.5,Wire
INV112181,P107522,2024-12-15,14400.0,Check
INV102631,P107523,2024-08-08,20978.0,ACH
INV110711,P107524,2024-02-14,14471.0,Wire
INV112684,P107525,2025-02-09,22153.0,Check
INV119356,P107526,2024-04-08,10695.0,Check
INV107326,P107527,2024-08-26,3314.0,ACH
INV109925,P107528,2025-01-19,13584.0,ACH
INV109093,P107529,2025-02-23,12482.0,Wire
INV104579,P107530,2024-07-05,23799.0,Wire
INV108840,P107531,2025-03-15,8306.0,Check
INV100303,P107532,2024-10-04,10140.0,ACH
INV104162,P107533,2024-04-14,1666.0,ACH
INV101765,P107534,2025-01-27,16052.0,Check
INV115753,P107535,2024-06-07,13624.0,Wire
INV107580,P107536,2025-03-18,15957.0,ACH
INV104536,P107537,2024-08-21,14942.0,Check
INV112793,P107538,2025-03-04,10078.0,ACH
INV109084,P107539,2024-11-27,22666.0,ACH
INV112165,P107540,2024-08-09,21594.0,Check
INV117572,P107541,2024-12-07,2738.0,ACH
INV117712,P107542,2024-04-13,3006.0,Wire
INV100465,P107543,2024-06-23,1863.5,Check
INV117250,P107544,2024-08-24,9367.0,Check
INV101197,P107545,2024-10-11,8717.0,ACH
INV117213,P107546,2024-05-23,1138.0,Wire
INV114677,P107547,2024-08-17,16187.0,Check
INV104209,P107548,2024-11-03,16108.0,Check
INV109564,P107549,2024-06-13,3377.0,ACH
INV117348,P107550,2024-04-12,13061.0,Check
INV108887,P107551,2024-10-15,9804.0,ACH
INV106187,P107552,2024-08-01,14964.0,Wire
INV105123,P107553,2024-08-09,13579.0,ACH
INV118651,P107554,2024-10-21,5114.0,ACH
INV114822,P107555,2024-04-14,23899.0,Wire
INV111628,P107556,2024-03-20,8021.0,ACH
INV110110,P107557,2024-04-10,11540.0,ACH
INV107215,P107558,2024-12-08,2388.0,Check
INV110907,P107559,2024-02-07,8411.0,ACH
INV109364,P107560,2025-02-08,9741.0,ACH
INV111086,P107561,2024-12-04,5209.0,ACH
INV106693,P107562,2024-04-14,23110.0,Wire
INV102531,P107563,2025-03-24,7407.0,Wire
INV117170,P107564,2024-05-22,23794.0,Check
INV113764,P107565,2024-07-25,15307.0,ACH
INV104003,P107566,2024-06-30,12662.0,Check
INV110722,P107567,2024-04-17,9998.0,Wire
INV102320,P107568,2024-10-19,15030.0,Wire
INV119885,P107569,2024-11-21,5184.0,Wire
INV102019,P107570,2024-07-27,2498.5,ACH
INV110138,P107571,2025-03-25,2387.0,ACH
INV114528,P107572,2024-07-10,2863.0,ACH
INV100567,P107573,2024-12-25,16854.0,Check
INV119419,P107574,2025-01-21,5169.0,Wire
INV112561,P107575,2024-07-29,21208.0,ACH
INV118785,P107576,2025-02-14,576.0,Check
INV104111,P107577,2024-04-06,3230.0,ACH
INV115909,P107578,2024-07-09,11854.0,Check
INV104486,P107579,2025-01-22,20754.0,Check
INV109586,P107580,2024-12-31,944.5,Wire
INV114285,P107581,2024-10-02,3924.0,Wire
INV101945,P107582,2024-09-28,13293.0,ACH
INV105169,P107583,2025-01-24,17754.0,ACH
INV113207,P107584,2024-12-17,15085.0,Wire
INV117597,P107585,2024-05-15,15438.0,ACH
INV107487,P107586,2024-12-05,6527.0,Check
INV110125,P107587,2024-10-09,11594.0,Wire
INV114857,P107588,2024-12-16,22107.0,Wire
INV102570,P107589,2024-08-14,14025.0,Wire
INV108538,P107590,2024-11-21,11043.0,ACH
INV110494,P107591,2024-12-31,18873.0,ACH
INV114967,P107592,2024-05-19,11044.0,Wire
INV111136,P107593,2024-06-16,11361.0,ACH
INV117442,P107594,2024-02-13,880.0,Wire
INV106921,P107595,2024-06-03,10005.0,Wire
INV114433,P107596,2024-03-21,5642.0,Check
INV105050,P107597,2024-09-05,8941.0,Check
INV119251,P107598,2025-02-18,22925.0,Check
INV114745,P107599,2024-11-06,23467.0,Wire
INV119499,P107600,2024-05-31,16970.0,Check
INV108637,P107601,2024-02-21,3206.0,ACH
INV112577,P107602,2024-03-06,11387.0,Wire
INV104455,P107603,2024-11-08,20072.0,Wire
INV118139,P107604,2024-09-24,20868.0,Wire
INV103283,P107605,2024-02-20,23143.0,Wire
INV112930,P107606,2025-03-20,23312.0,Check
INV101138,P107607,2024-06-12,11689.0,Check
INV112061,P107608,2024-12-03,12048.0,Wire
INV110792,P107609,2025-01-11,24514.0,Wire
INV117231,P107610,2024-12-31,15727.0,Wire
INV112824,P107611,2024-06-14,6154.0,Wire
INV115113,P107612,2024-04-01,10199.0,Wire
INV109392,P107613,2024-09-09,20890.0,Check
INV112305,P107614,2025-02-27,11163.0,Wire
INV107514,P107615,2024-05-24,16279.0,ACH
INV108460,P107616,2024-08-25,18732.0,Wire
INV102596,P107617,2024-03-05,9721.5,Wire
INV109328,P107618,2024-11-07,22331.0,Check
INV119689,P107619,2024-04-13,24321.0,ACH
INV100158,P107620,2024-12-23,18369.0,Check
INV113713,P107621,2024-12-15,20427.0,ACH
INV102452,P107622,2025-01-29,9652.0,ACH
INV108537,P107623,2024-10-10,2323.0,Wire
INV101237,P107624,2024-09-02,14945.0,Check
INV118021,P107625,2024-10-16,13366.0,Check
INV119562,P107626,2024-04-10,19299.0,Wire
INV116283,P107627,2024-06-10,10108.0,Check
INV102060,P107628,2024-05-14,8721.0,Wire
INV100881,P107629,2024-02-15,16809.0,Wire
INV105871,P107630,2025-01-28,8090.0,ACH
INV103307,P107631,2024-10-25,10105.0,ACH
INV117166,P107632,2024-09-13,1704.5,Wire
INV119250,P107633,2024-07-26,12108.0,ACH
INV107547,P107634,2024-12-18,18482.0,Wire
INV104959,P107635,2025-03-21,21128.0,Check
INV107050,P107636,2024-02-02,11748.0,ACH
INV114856,P107637,2025-01-16,13808.0,ACH
INV100133,P107638,2024-05-04,1927.5,Wire
INV108421,P107639,2024-09-18,17339.0,Check
INV106762,P107640,2024-03-08,15289.0,ACH
INV115547,P107641,2024-08-12,9479.0,ACH
INV108561,P107642,2024-11-20,22404.0,Wire
INV104802,P107643,2024-08-02,17646.0,Check
INV107712,P107644,2024-03-25,11445.0,Wire
INV106299,P107645,2025-03-16,5956.0,ACH
INV115243,P107646,2024-02-15,9576.0,Check
INV112414,P107647,2025-02-21,21975.0,Wire
INV118131,P107648,2024-12-01,4678.0,Check
INV106505,P107649,2024-09-17,22377.0,Wire
INV100408,P107650,2024-11-27,14698.0,ACH
INV110054,P107651,2024-06-01,12703.0,Wire
INV108046,P107652,2024-11-30,3751.0,ACH
INV108018,P107653,2025-01-06,7377.0,ACH
INV115993,P107654,2025-03-21,23820.0,Wire
INV102058,P107655,2024-04-11,21689.0,Check
INV116104,P107656,2024-11-27,11674.5,ACH
INV112960,P107657,2025-01-10,5766.0,Wire
INV109238,P107658,2024-10-08,6360.0,Check
INV105098,P107659,2024-10-05,8601.0,Check
INV116663,P107660,2024-08-21,8922.0,Check
INV107075,P107661,2024-11-18,12331.0,Wire
INV108247,P107662,2024-02-01,599.0,Wire
INV102764,P107663,2024-08-14,4329.0,Check
INV109786,P107664,2025-01-01,2280.0,Wire
INV106339,P107665,2024-08-08,23166.0,Check
INV106498,P107666,2024-06-17,8667.0,Check
INV114904,P107667,2024-10-08,9278.0,Check
INV105821,P107668,2024-06-24,22036.0,ACH
INV115283,P107669,2024-07-25,12104.0,Check
INV104716,P107670,2024-09-02,18407.0,Check
INV105045,P107671,2024-08-29,14440.0,ACH
INV102215,P107672,2024-06-20,12828.0,Wire
INV108965,P107673,2025-03-11,7321.0,Check
INV106994,P107674,2025-03-11,8743.0,Wire
INV117422,P107675,2024-05-26,22517.0,Wire
INV116668,P107676,2024-04-20,3577.0,Check
INV103045,P107677,2024-02-24,1644.5,ACH
INV115691,P107678,2025-03-05,13322.0,Wire
INV101482,P107679,2024-11-20,1796.0,Check
INV110666,P107680,2024-02-29,24815.0,Wire
INV105042,P107681,2024-09-13,5813.0,ACH
INV112556,P107682,2024-11-02,13807.0,Wire
INV102943,P107683,2024-04-11,12357.0,ACH
INV118600,P107684,2024-07-19,6351.0,Check
INV114230,P107685,2024-09-07,3027.0,Wire
INV106632,P107686,2024-09-09,4567.0,ACH
INV107721,P107687,2024-08-06,2039.0,Wire
INV105444,P107688,2024-09-19,10221.0,Wire
INV117521,P107689,2024-05-13,22510.0,Wire
INV111877,P107690,2025-03-08,1840.0,Wire
INV119253,P107691,2024-02-19,24774.0,ACH
INV113408,P107692,2024-11-05,14830.0,Wire
INV119780,P107693,2024-04-03,608.0,Check
INV118783,P107694,2025-03-09,14418.0,Wire
INV111214,P107695,2025-01-02,21272.0,Check
INV100369,P107696,2025-01-24,23933.0,Wire
INV103693,P107697,2024-04-04,902.0,Check
INV102548,P107698,2024-12-22,10377.5,Wire
INV113674,P107699,2024-11-06,7100.0,Wire
INV100642,P107700,2025-01-10,1312.0,Wire
INV115145,P107701,2025-01-26,1007.0,ACH
INV112162,P107702,2024-08-02,4643.0,Check
INV103469,P107703,2024-12-26,6666.5,Check
INV115060,P107704,2025-03-22,11624.0,Check
INV112459,P107705,2024-09-19,8770.0,Check
INV113287,P107706,2024-04-12,19939.0,ACH
INV116870,P107707,2025-02-16,14758.0,ACH
INV108883,P107708,2024-07-23,10119.5,ACH
INV104064,P107709,2024-04-18,4431.0,Check
INV104781,P107710,2024-11-13,8908.0,Check
INV101858,P107711,2024-08-30,5466.0,Check
INV110733,P107712,2024-09-22,11195.0,Wire
INV106579,P107713,2025-01-25,23139.0,ACH
INV107735,P107714,2025-02-21,24752.0,ACH
INV113262,P107715,2024-12-16,24341.0,Wire
INV104343,P107716,2024-08-24,2201.0,ACH
INV118662,P107717,2025-03-19,8907.0,ACH
INV108781,P107718,2025-02-03,10315.0,Check
INV113838,P107719,2025-01-10,16826.0,Wire
INV103355,P107720,2024-02-01,6073.0,ACH
INV100521,P107721,2024-11-29,22439.0,Check
INV104030,P107722,2024-10-18,3396.0,Wire
INV119418,P107723,2024-04-06,24029.0,Wire
INV117444,P107724,2024-04-09,18785.0,ACH
INV119440,P107725,2024-11-15,23804.0,Check
INV114408,P107726,2024-06-09,5568.0,ACH
INV107256,P107727,2025-02-08,10462.0,Wire
INV118392,P107728,2024-11-18,6729.0,Wire
INV113278,P107729,2024-07-30,11715.0,Wire
INV109250,P107730,2025-01-06,3126.5,Check
INV105700,P107731,2024-09-16,895.0,Check
INV116069,P107732,2024-11-03,19523.0,Check
INV109542,P107733,2025-02-01,18172.0,Check
INV116928,P107734,2025-02-19,6688.0,Check
INV105437,P107735,2024-06-12,18341.0,Check
INV104744,P107736,2024-07-14,20738.0,ACH
INV101057,P107737,2024-12-19,7158.0,Check
INV118985,P107738,2024-06-12,3691.0,Check
INV107958,P107739,2024-03-04,6779.0,ACH
INV110953,P107740,2025-01-15,1838.0,Wire
INV114274,P107741,2024-09-19,7716.5,Wire
INV100872,P107742,2024-12-03,19128.0,Wire
INV111746,P107743,2024-06-12,7443.0,Wire
INV109039,P107744,2024-12-15,5627.5,Check
INV116065,P107745,2024-06-06,24830.0,Check
INV112603,P107746,2024-12-10,8495.0,ACH
INV104015,P107747,2024-03-10,2364.0,Wire
INV117542,P107748,2024-02-15,5659.0,Check
INV104231,P107749,2024-04-05,1478.0,ACH
INV112301,P107750,2024-02-09,24042.0,Check
INV100306,P107751,2025-01-02,7188.0,Check
INV116841,P107752,2024-07-06,2325.0,Wire
INV117698,P107753,2024-07-09,14865.0,Check
INV103492,P107754,2024-04-07,11306.0,Check
INV110520,P107755,2024-03-09,21323.0,Wire
INV105139,P107756,2024-02-03,9174.0,Wire
INV111039,P107757,2024-12-15,15289.0,Check
INV112971,P107758,2024-05-09,21150.0,Wire
INV119182,P107759,2024-02-24,5017.0,Check
INV105181,P107760,2024-02-14,18498.0,Wire
INV111361,P107761,2024-06-12,20988.0,Check
INV111484,P107762,2024-04-08,4596.0,ACH
INV101924,P107763,2024-04-15,2782.0,Wire
INV118105,P107764,2024-07-19,3088.0,ACH
INV109535,P107765,2025-03-04,14952.0,Check
INV113874,P107766,2024-07-31,329.5,Check
INV113595,P107767,2025-02-20,21239.0,Wire
INV116264,P107768,2024-06-16,21789.0,Wire
INV106208,P107769,2024-02-23,22806.0,ACH
INV101351,P107770,2025-02-08,1800.0,ACH
INV115693,P107771,2024-11-23,11156.0,Wire
INV112690,P107772,2024-04-23,12321.5,Wire
INV109598,P107773,2024-10-05,9279.0,Wire
INV105161,P107774,2024-04-05,12160.0,Check
INV113187,P107775,2024-08-23,18264.0,ACH
INV100866,P107776,2024-06-16,4362.0,Check
INV113056,P107777,2024-06-27,8900.0,Wire
INV103344,P107778,2024-07-29,15221.0,Check
INV108195,P107779,2024-08-14,11307.0,ACH
INV104301,P107780,2024-03-27,16962.0,Wire
INV109731,P107781,2025-03-09,6547.0,Wire
INV103533,P107782,2025-02-01,4892.5,ACH
INV102449,P107783,2024-11-03,3606.0,ACH
