interaction_id,customer_id,date,interaction_type,issue_category,notes
I306608,C02403,2025-01-25,Meeting,Billing Question,Interaction logged
I306609,C02345,2024-10-30,Email,PO Approval,Interaction logged
I306610,C01994,2025-02-22,Call,Service Issue,Interaction logged
I306611,C01260,2025-02-18,Meeting,Service Issue,Interaction logged
I306612,C08937,2025-02-09,Meeting,Billing Question,Interaction logged
I306613,C08194,2024-07-10,Call,Service Issue,Interaction logged
I306614,C05651,2024-11-23,Call,Late Payment,Interaction logged
I306615,C05985,2024-05-14,Email,PO Approval,Interaction logged
I306616,C07260,2024-09-05,Email,Late Payment,Interaction logged
I306617,C01619,2025-03-20,Call,Billing Question,Interaction logged
I306618,C03347,2024-03-29,Email,Late Payment,Interaction logged
I306619,C07557,2024-08-19,Meeting,Late Payment,Interaction logged
I306620,C02909,2024-10-19,Meeting,Service Issue,Interaction logged
I306621,C08963,2024-11-29,Meeting,Late Payment,Interaction logged
I306622,C04531,2024-02-15,Meeting,PO Approval,Interaction logged
I306623,C00055,2024-09-15,Call,PO Approval,Interaction logged
I306624,C04881,2024-11-17,Email,Late Payment,Interaction logged
I306625,C04715,2024-10-20,Email,PO Approval,Interaction logged
I306626,C00895,2025-03-23,Email,PO Approval,Interaction logged
I306627,C04272,2024-03-18,Meeting,Service Issue,Interaction logged
I306628,C04916,2024-03-14,Email,Billing Question,Interaction logged
I306629,C03172,2025-02-11,Email,Billing Question,Interaction logged
I306630,C06993,2025-02-27,Email,Service Issue,Interaction logged
I306631,C05551,2025-02-27,Meeting,Billing Question,Interaction logged
I306632,C01396,2024-12-25,Meeting,Service Issue,Interaction logged
I306633,C04313,2024-11-03,Call,PO Approval,Interaction logged
I306634,C08697,2024-01-23,Call,PO Approval,Interaction logged
I306635,C08135,2024-09-05,Email,Billing Question,Interaction logged
I306636,C04316,2024-12-09,Meeting,Billing Question,Interaction logged
I306637,C03090,2025-01-09,Email,Service Issue,Interaction logged
I306638,C06698,2024-05-03,Email,Service Issue,Interaction logged
I306639,C08678,2024-05-15,Meeting,Billing Question,Interaction logged
I306640,C04978,2024-02-25,Email,Billing Question,Interaction logged
I306641,C02427,2024-11-10,Meeting,PO Approval,Interaction logged
I306642,C06813,2024-07-21,Call,PO Approval,Interaction logged
I306643,C09741,2024-05-05,Meeting,Late Payment,Interaction logged
I306644,C06862,2024-07-21,Call,Late Payment,Interaction logged
I306645,C05424,2024-07-08,Call,Late Payment,Interaction logged
I306646,C01043,2024-07-25,Call,PO Approval,Interaction logged
I306647,C02118,2024-01-22,Call,PO Approval,Interaction logged
I306648,C06704,2025-02-21,Email,PO Approval,Interaction logged
I306649,C06700,2024-04-13,Call,Billing Question,Interaction logged
I306650,C03168,2024-10-12,Meeting,Billing Question,Interaction logged
I306651,C04926,2024-09-13,Meeting,Billing Question,Interaction logged
I306652,C05212,2024-09-11,Call,Late Payment,Interaction logged
I306653,C01007,2024-05-05,Email,PO Approval,Interaction logged
I306654,C08475,2024-01-07,Call,Service Issue,Interaction logged
I306655,C08789,2024-02-08,Email,Late Payment,Interaction logged
I306656,C00099,2024-09-15,Meeting,Late Payment,Interaction logged
I306657,C07156,2025-03-22,Email,Late Payment,Interaction logged
I306658,C07670,2024-11-22,Meeting,PO Approval,Interaction logged
I306659,C09544,2024-03-27,Call,Service Issue,Interaction logged
I306660,C06090,2024-03-30,Call,PO Approval,Interaction logged
I306661,C03153,2024-05-19,Meeting,Late Payment,Interaction logged
I306662,C00641,2025-02-22,Email,Late Payment,Interaction logged
I306663,C06463,2024-06-06,Email,PO Approval,Interaction logged
I306664,C01988,2024-02-22,Email,Late Payment,Interaction logged
I306665,C03648,2024-10-15,Call,Late Payment,Interaction logged
I306666,C00056,2025-03-20,Call,Billing Question,Interaction logged
I306667,C07890,2025-03-08,Email,Late Payment,Interaction logged
I306668,C03174,2024-08-09,Meeting,Late Payment,Interaction logged
I306669,C03000,2024-05-01,Meeting,Service Issue,Interaction logged
I306670,C09680,2024-08-31,Meeting,Service Issue,Interaction logged
I306671,C02262,2024-03-13,Email,Service Issue,Interaction logged
I306672,C01554,2025-01-13,Meeting,PO Approval,Interaction logged
I306673,C04388,2024-03-03,Email,Billing Question,Interaction logged
I306674,C08640,2024-09-05,Email,Billing Question,Interaction logged
I306675,C09847,2024-11-04,Email,Service Issue,Interaction logged
I306676,C06897,2024-02-05,Email,Service Issue,Interaction logged
I306677,C02441,2024-11-26,Meeting,Billing Question,Interaction logged
I306678,C06907,2024-09-14,Email,PO Approval,Interaction logged
I306679,C07529,2024-07-23,Meeting,Service Issue,Interaction logged
I306680,C05429,2024-09-20,Meeting,Late Payment,Interaction logged
I306681,C05060,2025-02-26,Email,Service Issue,Interaction logged
I306682,C01143,2024-02-24,Meeting,Late Payment,Interaction logged
I306683,C03135,2024-01-16,Email,Late Payment,Interaction logged
I306684,C09324,2025-02-23,Email,Billing Question,Interaction logged
I306685,C04453,2024-07-08,Meeting,Late Payment,Interaction logged
I306686,C02443,2024-01-13,Email,PO Approval,Interaction logged
I306687,C05272,2024-07-12,Email,Late Payment,Interaction logged
I306688,C08241,2025-02-26,Email,Service Issue,Interaction logged
I306689,C00085,2024-05-10,Meeting,Billing Question,Interaction logged
I306690,C02654,2024-11-21,Email,Service Issue,Interaction logged
I306691,C08276,2024-03-16,Meeting,Billing Question,Interaction logged
I306692,C00539,2024-09-24,Meeting,Late Payment,Interaction logged
I306693,C05858,2024-10-06,Email,Late Payment,Interaction logged
I306694,C04484,2024-11-11,Call,Service Issue,Interaction logged
I306695,C08846,2025-03-08,Call,Late Payment,Interaction logged
I306696,C09016,2024-07-17,Email,Billing Question,Interaction logged
I306697,C00417,2025-01-03,Email,PO Approval,Interaction logged
I306698,C00224,2024-11-02,Email,Billing Question,Interaction logged
I306699,C03612,2024-07-22,Call,Service Issue,Interaction logged
I306700,C05841,2024-10-19,Call,Late Payment,Interaction logged
I306701,C08366,2024-02-16,Meeting,Service Issue,Interaction logged
I306702,C00458,2024-08-09,Email,Billing Question,Interaction logged
I306703,C06228,2024-07-13,Call,PO Approval,Interaction logged
I306704,C03944,2024-05-01,Call,Late Payment,Interaction logged
I306705,C04147,2024-11-18,Email,Billing Question,Interaction logged
I306706,C09047,2025-02-22,Call,Service Issue,Interaction logged
I306707,C01509,2025-02-06,Call,Billing Question,Interaction logged
I306708,C04785,2024-05-27,Meeting,PO Approval,Interaction logged
I306709,C03711,2024-01-19,Call,Late Payment,Interaction logged
I306710,C03956,2024-11-16,Email,PO Approval,Interaction logged
I306711,C08138,2024-06-21,Meeting,PO Approval,Interaction logged
I306712,C07417,2024-11-30,Email,Service Issue,Interaction logged
I306713,C07669,2024-05-14,Email,Billing Question,Interaction logged
I306714,C03495,2025-03-16,Meeting,Service Issue,Interaction logged
I306715,C04691,2024-05-15,Meeting,Late Payment,Interaction logged
I306716,C05664,2024-04-09,Email,Billing Question,Interaction logged
I306717,C00573,2024-10-18,Call,PO Approval,Interaction logged
I306718,C06519,2024-11-14,Meeting,PO Approval,Interaction logged
I306719,C01813,2024-08-20,Meeting,Billing Question,Interaction logged
I306720,C08512,2025-02-23,Call,PO Approval,Interaction logged
I306721,C04010,2024-12-08,Email,Billing Question,Interaction logged
I306722,C09724,2024-10-05,Call,Service Issue,Interaction logged
I306723,C00776,2024-06-30,Meeting,PO Approval,Interaction logged
I306724,C01988,2024-09-13,Meeting,PO Approval,Interaction logged
I306725,C08212,2024-03-28,Email,Service Issue,Interaction logged
I306726,C05930,2024-08-04,Email,Service Issue,Interaction logged
I306727,C07086,2025-03-24,Meeting,Billing Question,Interaction logged
I306728,C09946,2024-09-17,Email,Billing Question,Interaction logged
I306729,C01056,2024-07-18,Email,PO Approval,Interaction logged
I306730,C02506,2024-05-29,Call,Service Issue,Interaction logged
I306731,C06796,2024-05-22,Email,Billing Question,Interaction logged
I306732,C09574,2024-03-26,Meeting,Billing Question,Interaction logged
I306733,C02455,2024-07-03,Call,Late Payment,Interaction logged
I306734,C05683,2025-02-06,Email,PO Approval,Interaction logged
I306735,C01455,2024-09-21,Meeting,Late Payment,Interaction logged
I306736,C07309,2024-07-02,Call,Service Issue,Interaction logged
I306737,C05356,2024-08-19,Meeting,Billing Question,Interaction logged
I306738,C00471,2024-05-11,Email,Service Issue,Interaction logged
I306739,C01242,2024-02-03,Email,Late Payment,Interaction logged
I306740,C04654,2025-03-22,Call,Late Payment,Interaction logged
I306741,C07331,2024-01-25,Call,Service Issue,Interaction logged
I306742,C09974,2025-01-11,Call,PO Approval,Interaction logged
I306743,C09532,2024-11-18,Call,PO Approval,Interaction logged
I306744,C08577,2025-01-08,Email,Service Issue,Interaction logged
I306745,C05511,2024-11-26,Email,PO Approval,Interaction logged
I306746,C08029,2024-07-02,Email,Late Payment,Interaction logged
I306747,C07396,2024-08-05,Call,PO Approval,Interaction logged
I306748,C03685,2024-04-20,Meeting,Service Issue,Interaction logged
I306749,C05756,2024-11-17,Meeting,PO Approval,Interaction logged
I306750,C02285,2024-05-19,Email,PO Approval,Interaction logged
I306751,C06891,2024-05-07,Email,Late Payment,Interaction logged
I306752,C00698,2024-04-12,Meeting,Late Payment,Interaction logged
I306753,C01101,2024-10-25,Meeting,Billing Question,Interaction logged
I306754,C05028,2024-11-25,Email,Late Payment,Interaction logged
I306755,C06295,2024-06-07,Call,Billing Question,Interaction logged
I306756,C03592,2024-11-19,Email,Service Issue,Interaction logged
I306757,C00968,2025-02-21,Call,Billing Question,Interaction logged
I306758,C04227,2024-08-19,Email,PO Approval,Interaction logged
I306759,C08542,2024-06-06,Meeting,Late Payment,Interaction logged
I306760,C08480,2024-10-13,Call,Billing Question,Interaction logged
I306761,C09717,2024-04-30,Call,Billing Question,Interaction logged
I306762,C07186,2024-12-12,Email,Billing Question,Interaction logged
I306763,C05460,2024-12-19,Call,PO Approval,Interaction logged
I306764,C00205,2024-12-09,Call,PO Approval,Interaction logged
I306765,C05463,2024-10-09,Email,PO Approval,Interaction logged
I306766,C03572,2024-03-27,Email,PO Approval,Interaction logged
I306767,C06488,2024-01-14,Meeting,Service Issue,Interaction logged
I306768,C09796,2024-11-09,Call,Service Issue,Interaction logged
I306769,C01895,2025-01-22,Email,Billing Question,Interaction logged
I306770,C06165,2024-04-05,Call,Late Payment,Interaction logged
I306771,C09186,2024-03-16,Email,Billing Question,Interaction logged
I306772,C07151,2025-03-14,Call,Billing Question,Interaction logged
I306773,C09783,2025-03-23,Call,PO Approval,Interaction logged
I306774,C07526,2025-01-26,Meeting,Service Issue,Interaction logged
I306775,C05513,2024-02-28,Email,Billing Question,Interaction logged
I306776,C00905,2025-02-22,Call,PO Approval,Interaction logged
I306777,C00327,2024-09-02,Call,Billing Question,Interaction logged
I306778,C08218,2024-08-28,Email,Service Issue,Interaction logged
I306779,C09644,2024-01-25,Meeting,Billing Question,Interaction logged
I306780,C00875,2024-05-29,Call,Service Issue,Interaction logged
I306781,C09176,2024-06-23,Meeting,Billing Question,Interaction logged
I306782,C05150,2024-08-27,Meeting,PO Approval,Interaction logged
I306783,C02260,2024-11-14,Meeting,Late Payment,Interaction logged
I306784,C01426,2024-10-09,Email,Billing Question,Interaction logged
I306785,C07305,2025-02-11,Email,Late Payment,Interaction logged
I306786,C00770,2024-05-20,Meeting,Billing Question,Interaction logged
I306787,C00448,2024-12-20,Call,PO Approval,Interaction logged
I306788,C02683,2024-09-11,Call,Billing Question,Interaction logged
I306789,C02643,2024-04-21,Email,Late Payment,Interaction logged
I306790,C03945,2024-02-23,Call,Service Issue,Interaction logged
I306791,C07431,2024-07-24,Email,Billing Question,Interaction logged
I306792,C08803,2024-01-09,Meeting,Late Payment,Interaction logged
I306793,C09154,2024-07-08,Call,PO Approval,Interaction logged
I306794,C04635,2024-03-08,Call,Late Payment,Interaction logged
I306795,C01484,2024-09-23,Email,Billing Question,Interaction logged
I306796,C02451,2024-09-06,Email,Service Issue,Interaction logged
I306797,C02285,2024-10-09,Email,Service Issue,Interaction logged
I306798,C03717,2024-12-01,Email,Late Payment,Interaction logged
I306799,C06796,2024-12-17,Meeting,Late Payment,Interaction logged
I306800,C00844,2024-05-26,Call,Service Issue,Interaction logged
I306801,C04701,2024-09-19,Email,Service Issue,Interaction logged
I306802,C09719,2024-07-12,Call,Late Payment,Interaction logged
I306803,C02123,2024-04-04,Email,Service Issue,Interaction logged
I306804,C09661,2024-09-22,Meeting,Late Payment,Interaction logged
I306805,C04392,2024-08-23,Call,PO Approval,Interaction logged
I306806,C09850,2024-02-04,Email,PO Approval,Interaction logged
I306807,C02739,2024-07-11,Call,Late Payment,Interaction logged
I306808,C01390,2024-02-10,Meeting,Billing Question,Interaction logged
I306809,C06675,2024-02-04,Meeting,Service Issue,Interaction logged
I306810,C07659,2024-09-01,Call,Service Issue,Interaction logged
I306811,C08014,2024-10-22,Email,Late Payment,Interaction logged
I306812,C02193,2024-07-18,Meeting,PO Approval,Interaction logged
I306813,C03679,2024-08-23,Meeting,Billing Question,Interaction logged
I306814,C04497,2024-04-05,Meeting,Service Issue,Interaction logged
I306815,C00526,2024-05-19,Email,Billing Question,Interaction logged
I306816,C09675,2024-04-08,Email,Billing Question,Interaction logged
I306817,C00441,2024-03-06,Meeting,PO Approval,Interaction logged
I306818,C00061,2024-08-30,Meeting,Service Issue,Interaction logged
I306819,C05134,2025-03-14,Email,Late Payment,Interaction logged
I306820,C05207,2025-01-17,Call,Billing Question,Interaction logged
I306821,C04783,2024-10-07,Email,PO Approval,Interaction logged
I306822,C03640,2024-12-21,Email,Late Payment,Interaction logged
I306823,C09394,2024-04-15,Meeting,Late Payment,Interaction logged
I306824,C09985,2024-02-14,Meeting,Service Issue,Interaction logged
I306825,C02959,2024-10-03,Meeting,Service Issue,Interaction logged
I306826,C07912,2024-07-15,Meeting,Service Issue,Interaction logged
I306827,C07480,2024-03-14,Call,Billing Question,Interaction logged
I306828,C01527,2024-12-11,Call,Late Payment,Interaction logged
I306829,C06174,2024-03-09,Meeting,PO Approval,Interaction logged
I306830,C04530,2024-07-11,Email,PO Approval,Interaction logged
I306831,C03590,2025-02-04,Meeting,Late Payment,Interaction logged
I306832,C07108,2024-07-10,Call,PO Approval,Interaction logged
I306833,C06735,2024-07-24,Call,Service Issue,Interaction logged
I306834,C05472,2024-05-29,Meeting,PO Approval,Interaction logged
I306835,C08807,2024-09-04,Call,PO Approval,Interaction logged
I306836,C04658,2024-07-05,Meeting,Billing Question,Interaction logged
I306837,C09492,2024-01-11,Email,PO Approval,Interaction logged
I306838,C01452,2024-12-17,Email,Late Payment,Interaction logged
I306839,C04201,2024-10-22,Email,Billing Question,Interaction logged
I306840,C03651,2024-11-10,Meeting,PO Approval,Interaction logged
I306841,C09869,2024-04-09,Email,PO Approval,Interaction logged
I306842,C02350,2024-09-24,Meeting,PO Approval,Interaction logged
I306843,C09650,2025-01-19,Call,Late Payment,Interaction logged
I306844,C00684,2024-09-15,Email,Service Issue,Interaction logged
I306845,C01549,2024-08-11,Call,Late Payment,Interaction logged
I306846,C06228,2025-01-07,Email,Late Payment,Interaction logged
I306847,C08575,2024-05-05,Meeting,PO Approval,Interaction logged
I306848,C07924,2024-10-22,Call,Billing Question,Interaction logged
I306849,C02977,2025-02-03,Meeting,PO Approval,Interaction logged
I306850,C03020,2025-01-06,Call,Billing Question,Interaction logged
I306851,C03407,2024-09-06,Call,PO Approval,Interaction logged
I306852,C02152,2024-02-02,Email,Late Payment,Interaction logged
I306853,C07577,2024-03-24,Email,PO Approval,Interaction logged
I306854,C09542,2024-04-01,Meeting,Service Issue,Interaction logged
I306855,C04654,2024-12-07,Email,Billing Question,Interaction logged
I306856,C01547,2025-01-01,Email,Late Payment,Interaction logged
I306857,C02534,2024-11-19,Call,Late Payment,Interaction logged
I306858,C00568,2024-12-26,Email,Billing Question,Interaction logged
I306859,C09659,2024-06-09,Meeting,Service Issue,Interaction logged
I306860,C08947,2025-01-25,Email,PO Approval,Interaction logged
I306861,C02418,2024-02-18,Email,Late Payment,Interaction logged
I306862,C09073,2024-11-21,Call,Service Issue,Interaction logged
I306863,C07555,2024-10-07,Call,Late Payment,Interaction logged
I306864,C03932,2024-02-10,Email,PO Approval,Interaction logged
I306865,C03490,2025-01-23,Email,PO Approval,Interaction logged
I306866,C06170,2024-06-02,Call,PO Approval,Interaction logged
I306867,C08466,2024-03-14,Email,PO Approval,Interaction logged
I306868,C00879,2024-04-21,Email,Service Issue,Interaction logged
I306869,C09988,2024-09-17,Email,Late Payment,Interaction logged
I306870,C02403,2024-04-30,Call,Late Payment,Interaction logged
I306871,C03834,2024-10-10,Meeting,Late Payment,Interaction logged
I306872,C06134,2024-10-23,Call,Late Payment,Interaction logged
I306873,C05753,2024-05-17,Meeting,Service Issue,Interaction logged
I306874,C07299,2024-08-15,Email,Late Payment,Interaction logged
I306875,C03880,2024-09-29,Call,PO Approval,Interaction logged
I306876,C04725,2024-08-30,Meeting,Service Issue,Interaction logged
I306877,C06397,2025-03-11,Email,Late Payment,Interaction logged
I306878,C03382,2024-07-07,Email,Service Issue,Interaction logged
I306879,C01943,2024-03-28,Meeting,Late Payment,Interaction logged
I306880,C07750,2025-01-03,Call,Late Payment,Interaction logged
I306881,C03536,2025-01-29,Email,Service Issue,Interaction logged
I306882,C04555,2024-05-10,Email,Billing Question,Interaction logged
I306883,C06582,2025-01-15,Email,Late Payment,Interaction logged
I306884,C07276,2024-04-12,Call,Billing Question,Interaction logged
I306885,C07964,2024-08-02,Call,Late Payment,Interaction logged
I306886,C09915,2025-01-28,Meeting,PO Approval,Interaction logged
I306887,C05165,2024-03-31,Email,Service Issue,Interaction logged
I306888,C09730,2024-09-08,Email,Billing Question,Interaction logged
I306889,C05091,2024-07-21,Call,PO Approval,Interaction logged
I306890,C05336,2024-05-07,Meeting,Late Payment,Interaction logged
I306891,C01041,2025-01-09,Email,PO Approval,Interaction logged
I306892,C01442,2025-02-17,Email,Service Issue,Interaction logged
I306893,C07354,2024-09-13,Email,PO Approval,Interaction logged
I306894,C00762,2024-08-03,Meeting,Late Payment,Interaction logged
I306895,C06937,2024-11-04,Meeting,Late Payment,Interaction logged
I306896,C05647,2024-10-23,Email,Late Payment,Interaction logged
I306897,C07615,2024-03-13,Meeting,Billing Question,Interaction logged
I306898,C05222,2024-05-24,Email,PO Approval,Interaction logged
I306899,C09168,2024-05-05,Email,PO Approval,Interaction logged
I306900,C09358,2024-11-25,Call,Late Payment,Interaction logged
I306901,C08102,2024-06-28,Call,Billing Question,Interaction logged
I306902,C05530,2024-04-17,Call,Service Issue,Interaction logged
I306903,C00052,2024-05-23,Email,Service Issue,Interaction logged
I306904,C06738,2024-05-31,Email,PO Approval,Interaction logged
I306905,C00988,2025-02-18,Meeting,Late Payment,Interaction logged
I306906,C03857,2024-06-16,Email,Late Payment,Interaction logged
I306907,C09906,2024-02-28,Email,Late Payment,Interaction logged
I306908,C06065,2024-08-10,Email,Late Payment,Interaction logged
I306909,C05569,2025-01-18,Call,Billing Question,Interaction logged
I306910,C03548,2025-01-30,Meeting,Late Payment,Interaction logged
I306911,C03693,2024-01-28,Call,Late Payment,Interaction logged
I306912,C03807,2024-07-10,Meeting,Billing Question,Interaction logged
I306913,C05191,2024-03-26,Meeting,Late Payment,Interaction logged
I306914,C04119,2024-05-05,Call,Late Payment,Interaction logged
I306915,C04728,2024-09-22,Meeting,Service Issue,Interaction logged
I306916,C00459,2024-05-01,Call,PO Approval,Interaction logged
I306917,C01923,2024-11-10,Email,PO Approval,Interaction logged
I306918,C00577,2024-11-08,Meeting,Service Issue,Interaction logged
I306919,C04320,2024-09-17,Call,PO Approval,Interaction logged
I306920,C06756,2024-07-01,Email,Billing Question,Interaction logged
I306921,C09997,2024-06-30,Meeting,Late Payment,Interaction logged
I306922,C08804,2025-02-18,Call,Billing Question,Interaction logged
I306923,C02038,2024-09-15,Email,PO Approval,Interaction logged
I306924,C00107,2024-05-03,Meeting,Billing Question,Interaction logged
I306925,C05045,2024-06-18,Call,Service Issue,Interaction logged
I306926,C05136,2024-08-14,Meeting,PO Approval,Interaction logged
I306927,C09321,2024-09-15,Email,Late Payment,Interaction logged
I306928,C03628,2024-08-09,Meeting,PO Approval,Interaction logged
I306929,C07807,2024-06-25,Call,Late Payment,Interaction logged
I306930,C02665,2024-08-27,Call,Late Payment,Interaction logged
I306931,C09247,2024-03-03,Email,PO Approval,Interaction logged
I306932,C03976,2024-11-07,Email,Billing Question,Interaction logged
I306933,C02243,2024-07-29,Email,Service Issue,Interaction logged
I306934,C09872,2024-02-20,Email,PO Approval,Interaction logged
I306935,C04005,2024-06-15,Meeting,Late Payment,Interaction logged
I306936,C05109,2025-01-10,Email,Billing Question,Interaction logged
I306937,C08231,2024-08-31,Meeting,PO Approval,Interaction logged
I306938,C09389,2024-05-07,Call,Billing Question,Interaction logged
I306939,C04967,2025-01-28,Meeting,Billing Question,Interaction logged
I306940,C00705,2024-11-29,Call,PO Approval,Interaction logged
I306941,C06638,2024-06-22,Email,PO Approval,Interaction logged
I306942,C09008,2024-10-27,Email,Service Issue,Interaction logged
I306943,C06694,2024-08-06,Email,PO Approval,Interaction logged
I306944,C04802,2025-03-14,Meeting,Service Issue,Interaction logged
I306945,C06081,2024-07-28,Email,PO Approval,Interaction logged
I306946,C02215,2024-06-22,Call,Billing Question,Interaction logged
I306947,C09379,2024-12-02,Meeting,Late Payment,Interaction logged
I306948,C03018,2024-09-30,Meeting,Service Issue,Interaction logged
I306949,C00379,2024-09-12,Email,Billing Question,Interaction logged
I306950,C05944,2024-05-06,Meeting,PO Approval,Interaction logged
I306951,C03269,2024-06-15,Meeting,Service Issue,Interaction logged
I306952,C06576,2024-02-20,Email,Service Issue,Interaction logged
I306953,C02177,2024-10-15,Email,PO Approval,Interaction logged
I306954,C03372,2024-01-13,Call,Billing Question,Interaction logged
I306955,C06495,2024-10-13,Email,PO Approval,Interaction logged
I306956,C00451,2024-04-14,Email,Late Payment,Interaction logged
I306957,C01058,2025-02-22,Email,Service Issue,Interaction logged
I306958,C01697,2025-02-27,Call,PO Approval,Interaction logged
I306959,C06537,2024-06-27,Meeting,Billing Question,Interaction logged
I306960,C07396,2024-11-27,Call,Late Payment,Interaction logged
I306961,C00618,2024-03-29,Meeting,PO Approval,Interaction logged
I306962,C08315,2024-07-29,Email,Billing Question,Interaction logged
I306963,C04215,2025-03-22,Meeting,Late Payment,Interaction logged
I306964,C08917,2024-08-26,Meeting,Late Payment,Interaction logged
I306965,C09279,2024-05-07,Call,Service Issue,Interaction logged
I306966,C00871,2024-09-09,Call,Service Issue,Interaction logged
I306967,C00519,2024-02-29,Email,Service Issue,Interaction logged
I306968,C09090,2024-12-10,Call,PO Approval,Interaction logged
I306969,C04392,2025-01-13,Meeting,PO Approval,Interaction logged
I306970,C04585,2024-07-08,Email,Service Issue,Interaction logged
I306971,C01924,2025-01-03,Call,Billing Question,Interaction logged
I306972,C09229,2024-02-05,Meeting,Billing Question,Interaction logged
I306973,C06903,2024-04-04,Email,Billing Question,Interaction logged
I306974,C02957,2024-09-27,Meeting,Billing Question,Interaction logged
I306975,C04276,2024-01-18,Email,Billing Question,Interaction logged
I306976,C03580,2024-03-31,Email,Billing Question,Interaction logged
I306977,C08026,2025-01-11,Call,PO Approval,Interaction logged
I306978,C03166,2024-08-26,Email,PO Approval,Interaction logged
I306979,C08396,2024-06-03,Call,Late Payment,Interaction logged
I306980,C02458,2024-03-20,Meeting,PO Approval,Interaction logged
I306981,C04602,2024-12-22,Email,Late Payment,Interaction logged
I306982,C04806,2024-08-20,Call,Late Payment,Interaction logged
I306983,C02421,2024-04-17,Call,Late Payment,Interaction logged
I306984,C07814,2024-09-30,Meeting,Service Issue,Interaction logged
I306985,C07238,2024-01-08,Call,Billing Question,Interaction logged
I306986,C04287,2025-03-15,Call,Service Issue,Interaction logged
I306987,C03743,2024-07-26,Call,Late Payment,Interaction logged
I306988,C01362,2024-02-09,Email,Billing Question,Interaction logged
I306989,C04535,2025-01-08,Email,Billing Question,Interaction logged
I306990,C01719,2024-06-03,Meeting,Service Issue,Interaction logged
I306991,C06055,2024-07-05,Meeting,Service Issue,Interaction logged
I306992,C04653,2024-02-18,Meeting,PO Approval,Interaction logged
I306993,C09291,2024-06-21,Call,PO Approval,Interaction logged
I306994,C06673,2024-08-16,Email,Late Payment,Interaction logged
I306995,C01586,2024-12-17,Meeting,Service Issue,Interaction logged
I306996,C08135,2024-07-16,Call,Late Payment,Interaction logged
I306997,C04094,2025-02-18,Meeting,Billing Question,Interaction logged
I306998,C02955,2024-05-09,Call,PO Approval,Interaction logged
I306999,C01055,2024-09-21,Meeting,PO Approval,Interaction logged
I307000,C09995,2024-10-04,Call,PO Approval,Interaction logged
I307001,C00943,2024-07-02,Email,Billing Question,Interaction logged
I307002,C02878,2025-02-21,Meeting,Service Issue,Interaction logged
I307003,C00075,2025-03-12,Meeting,PO Approval,Interaction logged
I307004,C09718,2024-12-26,Meeting,Billing Question,Interaction logged
I307005,C04308,2024-06-13,Meeting,Billing Question,Interaction logged
I307006,C03736,2024-02-22,Call,PO Approval,Interaction logged
I307007,C02134,2024-11-20,Call,Service Issue,Interaction logged
I307008,C02096,2024-05-23,Email,Billing Question,Interaction logged
I307009,C04636,2024-03-26,Meeting,PO Approval,Interaction logged
I307010,C03848,2025-03-07,Meeting,Late Payment,Interaction logged
I307011,C02136,2024-05-08,Call,PO Approval,Interaction logged
I307012,C09957,2024-11-27,Email,Service Issue,Interaction logged
I307013,C05942,2024-04-20,Email,Billing Question,Interaction logged
I307014,C02034,2024-03-29,Email,Late Payment,Interaction logged
I307015,C01183,2025-03-03,Meeting,Late Payment,Interaction logged
I307016,C06753,2025-02-14,Email,Late Payment,Interaction logged
I307017,C04707,2024-07-20,Meeting,PO Approval,Interaction logged
I307018,C06354,2024-09-10,Call,Service Issue,Interaction logged
I307019,C02463,2024-04-29,Email,Service Issue,Interaction logged
I307020,C05238,2024-04-30,Meeting,PO Approval,Interaction logged
I307021,C03037,2024-08-26,Meeting,Late Payment,Interaction logged
I307022,C01518,2024-04-25,Email,Billing Question,Interaction logged
I307023,C06291,2025-03-13,Meeting,Service Issue,Interaction logged
I307024,C04481,2024-09-18,Email,PO Approval,Interaction logged
I307025,C08847,2024-09-28,Call,Late Payment,Interaction logged
I307026,C05113,2024-06-13,Meeting,PO Approval,Interaction logged
I307027,C05665,2025-02-05,Email,Billing Question,Interaction logged
I307028,C02159,2024-04-30,Email,Service Issue,Interaction logged
I307029,C09197,2025-01-26,Meeting,Late Payment,Interaction logged
I307030,C03165,2024-02-05,Email,Billing Question,Interaction logged
I307031,C02644,2024-07-03,Email,Late Payment,Interaction logged
I307032,C03992,2024-02-24,Meeting,Service Issue,Interaction logged
I307033,C07346,2024-01-23,Meeting,Late Payment,Interaction logged
I307034,C02901,2025-03-04,Call,PO Approval,Interaction logged
I307035,C00214,2024-03-10,Meeting,Late Payment,Interaction logged
I307036,C04711,2024-07-30,Call,Billing Question,Interaction logged
I307037,C00346,2024-12-30,Call,Billing Question,Interaction logged
I307038,C08732,2024-03-31,Email,Billing Question,Interaction logged
I307039,C06844,2024-01-02,Email,PO Approval,Interaction logged
I307040,C06713,2024-01-31,Meeting,Billing Question,Interaction logged
I307041,C09902,2024-05-15,Email,PO Approval,Interaction logged
I307042,C05846,2024-01-29,Call,PO Approval,Interaction logged
I307043,C07808,2024-03-10,Email,Billing Question,Interaction logged
I307044,C09256,2024-03-30,Call,Billing Question,Interaction logged
I307045,C03125,2024-01-21,Meeting,Service Issue,Interaction logged
I307046,C03111,2024-11-02,Meeting,PO Approval,Interaction logged
I307047,C02179,2024-12-14,Meeting,Service Issue,Interaction logged
I307048,C05834,2025-02-15,Call,Service Issue,Interaction logged
